source_region_id,source_region_name,parent_region_id,parent_region_name,hemisphere,biological_base_name,granularity_level,species_taxon_id,canonical_candidate,circuit_discovery_eligible,normalized_name_en,normalized_name_zh,name_en_status,name_zh_status,identity_note
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_OCCIPITAL_GAPMAP_RIGHT,Frontal-to-Occipital (GapMap) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_OCCIPITAL_GAPMAP,Frontal-to-Occipital (GapMap),right,Frontal-to-Occipital (GapMap),G4_MICROSTRUCTURAL_FINE,9606,false,false,Frontal-to-Occipital (GapMap) right,,source,MISSING,JULICH_GAPMAP_SUPPORT_LABEL
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_OCCIPITAL_GAPMAP_LEFT,Frontal-to-Occipital (GapMap) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_OCCIPITAL_GAPMAP,Frontal-to-Occipital (GapMap),left,Frontal-to-Occipital (GapMap),G4_MICROSTRUCTURAL_FINE,9606,false,false,Frontal-to-Occipital (GapMap) left,,source,MISSING,JULICH_GAPMAP_SUPPORT_LABEL
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TEMPORAL_TO_PARIETAL_GAPMAP_RIGHT,Temporal-to-Parietal (GapMap) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TEMPORAL_TO_PARIETAL_GAPMAP,Temporal-to-Parietal (GapMap),right,Temporal-to-Parietal (GapMap),G4_MICROSTRUCTURAL_FINE,9606,false,false,Temporal-to-Parietal (GapMap) right,,source,MISSING,JULICH_GAPMAP_SUPPORT_LABEL
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TEMPORAL_TO_PARIETAL_GAPMAP_LEFT,Temporal-to-Parietal (GapMap) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TEMPORAL_TO_PARIETAL_GAPMAP,Temporal-to-Parietal (GapMap),left,Temporal-to-Parietal (GapMap),G4_MICROSTRUCTURAL_FINE,9606,false,false,Temporal-to-Parietal (GapMap) left,,source,MISSING,JULICH_GAPMAP_SUPPORT_LABEL
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_2_GAPMAP_RIGHT,Frontal-I.2 (GapMap) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_2_GAPMAP,Frontal-I.2 (GapMap),right,Frontal-I.2 (GapMap),G4_MICROSTRUCTURAL_FINE,9606,false,false,Frontal-I.2 (GapMap) right,,source,MISSING,JULICH_GAPMAP_SUPPORT_LABEL
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_2_GAPMAP_LEFT,Frontal-I.2 (GapMap) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_2_GAPMAP,Frontal-I.2 (GapMap),left,Frontal-I.2 (GapMap),G4_MICROSTRUCTURAL_FINE,9606,false,false,Frontal-I.2 (GapMap) left,,source,MISSING,JULICH_GAPMAP_SUPPORT_LABEL
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_II_GAPMAP_RIGHT,Frontal-to-Temporal-II (GapMap) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_II_GAPMAP,Frontal-to-Temporal-II (GapMap),right,Frontal-to-Temporal-II (GapMap),G4_MICROSTRUCTURAL_FINE,9606,false,false,Frontal-to-Temporal-II (GapMap) right,,source,MISSING,JULICH_GAPMAP_SUPPORT_LABEL
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_II_GAPMAP_LEFT,Frontal-to-Temporal-II (GapMap) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_II_GAPMAP,Frontal-to-Temporal-II (GapMap),left,Frontal-to-Temporal-II (GapMap),G4_MICROSTRUCTURAL_FINE,9606,false,false,Frontal-to-Temporal-II (GapMap) left,,source,MISSING,JULICH_GAPMAP_SUPPORT_LABEL
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_1_GAPMAP_RIGHT,Frontal-I.1 (GapMap) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_1_GAPMAP,Frontal-I.1 (GapMap),right,Frontal-I.1 (GapMap),G4_MICROSTRUCTURAL_FINE,9606,false,false,Frontal-I.1 (GapMap) right,,source,MISSING,JULICH_GAPMAP_SUPPORT_LABEL
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_1_GAPMAP_LEFT,Frontal-I.1 (GapMap) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_1_GAPMAP,Frontal-I.1 (GapMap),left,Frontal-I.1 (GapMap),G4_MICROSTRUCTURAL_FINE,9606,false,false,Frontal-I.1 (GapMap) left,,source,MISSING,JULICH_GAPMAP_SUPPORT_LABEL
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_I_GAPMAP_RIGHT,Frontal-to-Temporal-I (GapMap) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_I_GAPMAP,Frontal-to-Temporal-I (GapMap),right,Frontal-to-Temporal-I (GapMap),G4_MICROSTRUCTURAL_FINE,9606,false,false,Frontal-to-Temporal-I (GapMap) right,,source,MISSING,JULICH_GAPMAP_SUPPORT_LABEL
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_I_GAPMAP_LEFT,Frontal-to-Temporal-I (GapMap) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_I_GAPMAP,Frontal-to-Temporal-I (GapMap),left,Frontal-to-Temporal-I (GapMap),G4_MICROSTRUCTURAL_FINE,9606,false,false,Frontal-to-Temporal-I (GapMap) left,,source,MISSING,JULICH_GAPMAP_SUPPORT_LABEL
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_II_GAPMAP_RIGHT,Frontal-II (GapMap) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_II_GAPMAP,Frontal-II (GapMap),right,Frontal-II (GapMap),G4_MICROSTRUCTURAL_FINE,9606,false,false,Frontal-II (GapMap) right,,source,MISSING,JULICH_GAPMAP_SUPPORT_LABEL
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_II_GAPMAP_LEFT,Frontal-II (GapMap) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_II_GAPMAP,Frontal-II (GapMap),left,Frontal-II (GapMap),G4_MICROSTRUCTURAL_FINE,9606,false,false,Frontal-II (GapMap) left,,source,MISSING,JULICH_GAPMAP_SUPPORT_LABEL
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V3_PRECG_RIGHT,Area 6v3 (PreCG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V3_PRECG,Area 6v3 (PreCG),right,Area 6v3 (PreCG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 6v3 (PreCG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V3_PRECG_LEFT,Area 6v3 (PreCG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V3_PRECG,Area 6v3 (PreCG),left,Area 6v3 (PreCG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 6v3 (PreCG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V2_PRECG_RIGHT,Area 6v2 (PreCG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V2_PRECG,Area 6v2 (PreCG),right,Area 6v2 (PreCG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 6v2 (PreCG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V2_PRECG_LEFT,Area 6v2 (PreCG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V2_PRECG,Area 6v2 (PreCG),left,Area 6v2 (PreCG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 6v2 (PreCG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6R1_PRECG_RIGHT,Area 6r1 (PreCG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6R1_PRECG,Area 6r1 (PreCG),right,Area 6r1 (PreCG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 6r1 (PreCG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6R1_PRECG_LEFT,Area 6r1 (PreCG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6R1_PRECG,Area 6r1 (PreCG),left,Area 6r1 (PreCG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 6r1 (PreCG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V1_PRECG_RIGHT,Area 6v1 (PreCG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V1_PRECG,Area 6v1 (PreCG),right,Area 6v1 (PreCG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 6v1 (PreCG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V1_PRECG_LEFT,Area 6v1 (PreCG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V1_PRECG,Area 6v1 (PreCG),left,Area 6v1 (PreCG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 6v1 (PreCG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D2_PRECG_RIGHT,Area 6d2 (PreCG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D2_PRECG,Area 6d2 (PreCG),right,Area 6d2 (PreCG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 6d2 (PreCG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D2_PRECG_LEFT,Area 6d2 (PreCG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D2_PRECG,Area 6d2 (PreCG),left,Area 6d2 (PreCG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 6d2 (PreCG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D1_PRECG_RIGHT,Area 6d1 (PreCG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D1_PRECG,Area 6d1 (PreCG),right,Area 6d1 (PreCG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 6d1 (PreCG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D1_PRECG_LEFT,Area 6d1 (PreCG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D1_PRECG,Area 6d1 (PreCG),left,Area 6d1 (PreCG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 6d1 (PreCG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MA_PRESMA_MESIAL_SFG_RIGHT,"Area 6ma (preSMA, mesial SFG) right",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MA_PRESMA_MESIAL_SFG,"Area 6ma (preSMA, mesial SFG)",right,"Area 6ma (preSMA, mesial SFG)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area 6ma (preSMA, mesial SFG) right",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MA_PRESMA_MESIAL_SFG_LEFT,"Area 6ma (preSMA, mesial SFG) left",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MA_PRESMA_MESIAL_SFG,"Area 6ma (preSMA, mesial SFG)",left,"Area 6ma (preSMA, mesial SFG)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area 6ma (preSMA, mesial SFG) left",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP1_FPOLE_RIGHT,Area Fp1 (FPole) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP1_FPOLE,Area Fp1 (FPole),right,Area Fp1 (FPole),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fp1 (FPole) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP1_FPOLE_LEFT,Area Fp1 (FPole) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP1_FPOLE,Area Fp1 (FPole),left,Area Fp1 (FPole),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fp1 (FPole) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP2_FPOLE_RIGHT,Area Fp2 (FPole) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP2_FPOLE,Area Fp2 (FPole),right,Area Fp2 (FPole),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fp2 (FPole) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP2_FPOLE_LEFT,Area Fp2 (FPole) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP2_FPOLE,Area Fp2 (FPole),left,Area Fp2 (FPole),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fp2 (FPole) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MP_SMA_MESIAL_SFG_RIGHT,"Area 6mp (SMA, mesial SFG) right",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MP_SMA_MESIAL_SFG,"Area 6mp (SMA, mesial SFG)",right,"Area 6mp (SMA, mesial SFG)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area 6mp (SMA, mesial SFG) right",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MP_SMA_MESIAL_SFG_LEFT,"Area 6mp (SMA, mesial SFG) left",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MP_SMA_MESIAL_SFG,"Area 6mp (SMA, mesial SFG)",left,"Area 6mp (SMA, mesial SFG)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area 6mp (SMA, mesial SFG) left",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO1_OFC_RIGHT,Area Fo1 (OFC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO1_OFC,Area Fo1 (OFC),right,Area Fo1 (OFC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fo1 (OFC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO1_OFC_LEFT,Area Fo1 (OFC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO1_OFC,Area Fo1 (OFC),left,Area Fo1 (OFC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fo1 (OFC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO3_OFC_RIGHT,Area Fo3 (OFC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO3_OFC,Area Fo3 (OFC),right,Area Fo3 (OFC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fo3 (OFC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO3_OFC_LEFT,Area Fo3 (OFC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO3_OFC,Area Fo3 (OFC),left,Area Fo3 (OFC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fo3 (OFC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO2_OFC_RIGHT,Area Fo2 (OFC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO2_OFC,Area Fo2 (OFC),right,Area Fo2 (OFC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fo2 (OFC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO2_OFC_LEFT,Area Fo2 (OFC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO2_OFC,Area Fo2 (OFC),left,Area Fo2 (OFC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fo2 (OFC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4P_PRECG_RIGHT,Area 4p (PreCG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4P_PRECG,Area 4p (PreCG),right,Area 4p (PreCG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 4p (PreCG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4P_PRECG_LEFT,Area 4p (PreCG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4P_PRECG,Area 4p (PreCG),left,Area 4p (PreCG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 4p (PreCG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4A_PRECG_RIGHT,Area 4a (PreCG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4A_PRECG,Area 4a (PreCG),right,Area 4a (PreCG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 4a (PreCG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4A_PRECG_LEFT,Area 4a (PreCG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4A_PRECG,Area 4a (PreCG),left,Area 4a (PreCG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 4a (PreCG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP10_FRONTAL_OPERCULUM_RIGHT,Area Op10 (Frontal Operculum) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP10_FRONTAL_OPERCULUM,Area Op10 (Frontal Operculum),right,Area Op10 (Frontal Operculum),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Op10 (Frontal Operculum) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP10_FRONTAL_OPERCULUM_LEFT,Area Op10 (Frontal Operculum) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP10_FRONTAL_OPERCULUM,Area Op10 (Frontal Operculum),left,Area Op10 (Frontal Operculum),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Op10 (Frontal Operculum) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP6_FRONTAL_OPERCULUM_RIGHT,Area Op6 (Frontal Operculum) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP6_FRONTAL_OPERCULUM,Area Op6 (Frontal Operculum),right,Area Op6 (Frontal Operculum),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Op6 (Frontal Operculum) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP6_FRONTAL_OPERCULUM_LEFT,Area Op6 (Frontal Operculum) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP6_FRONTAL_OPERCULUM,Area Op6 (Frontal Operculum),left,Area Op6 (Frontal Operculum),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Op6 (Frontal Operculum) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP5_FRONTAL_OPERCULUM_RIGHT,Area Op5 (Frontal Operculum) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP5_FRONTAL_OPERCULUM,Area Op5 (Frontal Operculum),right,Area Op5 (Frontal Operculum),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Op5 (Frontal Operculum) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP5_FRONTAL_OPERCULUM_LEFT,Area Op5 (Frontal Operculum) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP5_FRONTAL_OPERCULUM,Area Op5 (Frontal Operculum),left,Area Op5 (Frontal Operculum),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Op5 (Frontal Operculum) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM_RIGHT,Area Op7 (Frontal Operculum) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM,Area Op7 (Frontal Operculum),right,Area Op7 (Frontal Operculum),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Op7 (Frontal Operculum) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM_LEFT,Area Op7 (Frontal Operculum) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM,Area Op7 (Frontal Operculum),left,Area Op7 (Frontal Operculum),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Op7 (Frontal Operculum) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP9_FRONTAL_OPERCULUM_RIGHT,Area Op9 (Frontal Operculum) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP9_FRONTAL_OPERCULUM,Area Op9 (Frontal Operculum),right,Area Op9 (Frontal Operculum),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Op9 (Frontal Operculum) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP9_FRONTAL_OPERCULUM_LEFT,Area Op9 (Frontal Operculum) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP9_FRONTAL_OPERCULUM,Area Op9 (Frontal Operculum),left,Area Op9 (Frontal Operculum),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Op9 (Frontal Operculum) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP8_FRONTAL_OPERCULUM_RIGHT,Area Op8 (Frontal Operculum) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP8_FRONTAL_OPERCULUM,Area Op8 (Frontal Operculum),right,Area Op8 (Frontal Operculum),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Op8 (Frontal Operculum) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP8_FRONTAL_OPERCULUM_LEFT,Area Op8 (Frontal Operculum) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP8_FRONTAL_OPERCULUM,Area Op8 (Frontal Operculum),left,Area Op8 (Frontal Operculum),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Op8 (Frontal Operculum) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS4_IFS_RIGHT,Area IFS4 (IFS) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS4_IFS,Area IFS4 (IFS),right,Area IFS4 (IFS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area IFS4 (IFS) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
