relation_id,fine_region_id,fine_name,granularity,atlas,hemisphere,historical_status,proposed_g1_id,proposed_g1_name,proposed_containment,proposed_rank,proposed_dice,best_g1_id,best_containment,second_best_g1_id,second_best_containment,best_non_proposed_g1_id,best_non_proposed_score,margin_vs_best_competitor,fine_voxels,outside_union_voxels,outside_union_fraction,v3_historical,flags,left_fraction,right_fraction,correct_side_fraction,contralateral_fraction
NGIQ-BR-00000166,NGIQ-BR-00000166,PoG_R_4_2,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000319,Right Postcentral Gyrus,0.38592,1,0.29167,NGIQ-BR-00000319,0.38592,NGIQ-BR-00000328,0.04191,NGIQ-BR-00000328,0.04191,0.34402,5584,3134,0.56125,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000168,NGIQ-BR-00000168,PoG_R_4_3,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000319,Right Postcentral Gyrus,0.32079,1,0.27526,NGIQ-BR-00000319,0.32079,NGIQ-BR-00000326,0.00507,NGIQ-BR-00000326,0.00507,0.31572,6908,4636,0.67111,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000170,NGIQ-BR-00000170,PoG_R_4_4,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000319,Right Postcentral Gyrus,0.29563,1,0.19835,NGIQ-BR-00000319,0.29563,NGIQ-BR-00000321,0.01616,NGIQ-BR-00000321,0.01616,0.27947,4641,3160,0.68089,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000172,NGIQ-BR-00000172,INS_R_6_2,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000330,Right Insula,0.63448,1,0.21752,NGIQ-BR-00000330,0.63448,NGIQ-BR-00000309,0.03481,NGIQ-BR-00000309,0.03481,0.59966,1781,589,0.33071,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000174,NGIQ-BR-00000174,INS_R_6_3,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000330,Right Insula,0.62299,1,0.22156,NGIQ-BR-00000330,0.62299,NGIQ-BR-00000315,0.00591,NGIQ-BR-00000315,0.00591,0.61708,1862,685,0.36788,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000176,NGIQ-BR-00000176,INS_R_6_4,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000330,Right Insula,0.59933,1,0.26055,NGIQ-BR-00000330,0.59933,NGIQ-BR-00000327,0.03471,NGIQ-BR-00000327,0.03471,0.56462,2391,875,0.36596,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000178,NGIQ-BR-00000178,INS_R_6_5,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000330,Right Insula,0.59398,1,0.2471,NGIQ-BR-00000330,0.59398,NGIQ-BR-00000319,0.01902,NGIQ-BR-00000319,0.01902,0.57497,2261,874,0.38655,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000180,NGIQ-BR-00000180,INS_R_6_6,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000330,Right Insula,0.54835,1,0.2525,NGIQ-BR-00000330,0.54835,NGIQ-BR-00000321,0.01437,NGIQ-BR-00000321,0.01437,0.53398,2575,1102,0.42796,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000188,NGIQ-BR-00000188,CG_R_7_4,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000307,Right Isthmus Of Cingulate Gyrus,0.4184,1,0.43801,NGIQ-BR-00000307,0.4184,NGIQ-BR-00000320,0.02397,NGIQ-BR-00000320,0.02397,0.39443,2837,1517,0.53472,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000192,NGIQ-BR-00000192,CG_R_7_6,G3_MESO_FINE,Brainnetome,right,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000320,Right Posterior Cingulate Cortex,0.34679,1,0.3568,NGIQ-BR-00000320,0.34679,NGIQ-BR-00000322,0.01288,NGIQ-BR-00000322,0.01288,0.33392,4582,2922,0.63771,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.00415,0.99585,0.99585,0.00415
NGIQ-BR-00000194,NGIQ-BR-00000194,CG_R_7_7,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000323,Right Rostral Anterior Cingulate Cortex,0.31608,1,0.38427,NGIQ-BR-00000323,0.31608,NGIQ-BR-00000300,0.01588,NGIQ-BR-00000300,0.01588,0.30021,3401,2271,0.66774,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0197,0.9803,0.9803,0.0197
NGIQ-BR-00000200,NGIQ-BR-00000200,MVOcC_R_5_4,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000310,Right Lingual Gyrus,0.29725,1,0.34235,NGIQ-BR-00000310,0.29725,NGIQ-BR-00000304,0.01239,NGIQ-BR-00000304,0.01239,0.28487,7428,5053,0.68026,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000204,NGIQ-BR-00000204,LOcC_R_4_1,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000308,Right Lateral Occipital Cortex,0.19137,1,0.19216,NGIQ-BR-00000308,0.19137,NGIQ-BR-00000305,0.0151,NGIQ-BR-00000305,0.0151,0.17628,6955,5451,0.78375,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000206,NGIQ-BR-00000206,LOcC_R_4_2,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000308,Right Lateral Occipital Cortex,0.21319,1,0.21734,NGIQ-BR-00000308,0.21319,NGIQ-BR-00000305,0.02091,NGIQ-BR-00000305,0.02091,0.19228,7172,5370,0.74875,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000208,NGIQ-BR-00000208,LOcC_R_4_3,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000308,Right Lateral Occipital Cortex,0.23088,1,0.25041,NGIQ-BR-00000308,0.23088,NGIQ-BR-00000318,0.01126,NGIQ-BR-00000318,0.01126,0.21963,8173,6183,0.75652,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
NGIQ-BR-00000210,NGIQ-BR-00000210,LOcC_R_4_4,G3_MESO_FINE,Brainnetome,right,APPROVE_CONTAINED_IN,NGIQ-BR-00000308,Right Lateral Occipital Cortex,0.23376,1,0.24751,NGIQ-BR-00000308,0.23376,NGIQ-BR-00000310,0.0058,NGIQ-BR-00000310,0.0058,0.22796,7760,5862,0.75541,NOT_IN_CLASSIFICATION,PROPOSED_RANK_1|LOW_CONTAINMENT|HIGH_OUTSIDE_UNION,0.0,1.0,1.0,0.0
