canonical_g4_id,canonical_name,hemisphere,source_region_pk,spatial_component_id,scientific_decision,decision_reason_code,candidate_allowed,evidence_reference,provenance_reference
NGIQ-BR-00000647,Area 33 (ACC) right,right,1774,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_33_ACC,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000648,Area 33 (ACC) left,left,1777,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_33_ACC,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000651,Area s24.s24a (sACC) right,right,1786,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_SACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000652,Area s24.s24b (sACC) right,right,1789,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_SACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000653,Area s24.s24a (sACC) left,left,1792,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_SACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000654,Area s24.s24b (sACC) left,left,1795,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_SACC,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000655,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis) right",right,1798,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000656,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus) right",right,1801,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000657,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis) left",left,1804,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000658,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus) left",left,1807,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000659,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part) right",right,1810,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000660,"Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part) right",right,1813,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000661,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part) left",left,1816,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000662,"Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part) left",left,1819,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000667,"TrS (Hippocampus, Transsubiculum) right",right,1834,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TRS_HIPPOCAMPUS_TRANSSUBICULUM,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000668,"TrS (Hippocampus, Transsubiculum) left",left,1837,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TRS_HIPPOCAMPUS_TRANSSUBICULUM,CONFLICT_REVIEW,HIGH_FRAGMENTATION,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000669,"Subc.PaS (Hippocampus, Parasubiculum) right",right,1840,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000670,"Subc.PreS (Hippocampus, Presubiculum) right",right,1843,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000671,"Subc.ProS (Hippocampus, Prosubiculum) right",right,1846,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
NGIQ-BR-00000672,"Subc.Sub (Hippocampus, Subiculum) right",right,1849,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_HIPPOCAMPUS_SUBICULAR_COMPLEX,SHARED_SPATIAL_EVIDENCE_ONLY,NO_INDEPENDENT_LEAF_SPATIAL_EVIDENCE,FALSE,g4_g3_final_scientific_decisions.csv,g4_g3_final_scientific_exclusions.csv
