row_index,julich_asset_file,julich_component_id,julich_region_name,julich_hemisphere,spatial_identity_status,canonical_g4_descendant_count,canonical_g4_ids,pp_top1_g3_id,pp_top1_name,pp_top1_joint_mass,pp_top1_g4_weighted,pp_top1_g3_weighted,pp_top1_cosine,pp_top1_soft_dice,pp_top2_g3_id,pp_top2_g4_weighted,pp_top3_g3_id,pp_top1_top2_margin,pp_top1_top2_ratio,pp_association_effective_targets,hard_top1_g3_id,hard_top1_name,hard_top1_coverage,hard_top2_g3_id,hard_top2_coverage,hard_top3_g3_id,hard_top3_coverage,hard_top1_top2_margin,hard_top1_top2_ratio,hard_total_bna_coverage,bna_uncovered_fraction,effective_target_count,top1_agreement,evidence_pattern,qa_flags,metric_version,scientific_decision,decision_reason
309,FRONTAL_I_2_GAPMAP_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_2_GAPMAP,Frontal-I.2 (GapMap) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_2_GAPMAP_LEFT,NGIQ-BR-00000029,SFG_L_7_6,2044.71169314,0.38983935,0.25660362,0.61950876,0.61092411,NGIQ-BR-00000001,0.26820776,NGIQ-BR-00000031,0.12163159,1.4535,3.7878,NGIQ-BR-00000029,SFG_L_7_6,0.50472606,NGIQ-BR-00000001,0.28780163,NGIQ-BR-00000031,0.02327904,0.21692443,1.7537,0.84123234,0.15876766,2.524,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
310,FRONTAL_I_2_GAPMAP_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_2_GAPMAP,Frontal-I.2 (GapMap) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_I_2_GAPMAP_RIGHT,NGIQ-BR-00000030,SFG_R_7_6,2400.58633544,0.3739508,0.28213596,0.56363716,0.55505559,NGIQ-BR-00000002,0.24124147,NGIQ-BR-00000024,0.13270933,1.5501,3.5383,NGIQ-BR-00000030,SFG_R_7_6,0.50746126,NGIQ-BR-00000002,0.22034376,NGIQ-BR-00000024,0.02988202,0.2871175,2.303,0.76579518,0.23420482,2.2671,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
311,FRONTAL_TO_OCCIPITAL_GAPMAP_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_OCCIPITAL_GAPMAP,Frontal-to-Occipital (GapMap) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_OCCIPITAL_GAPMAP_LEFT,NGIQ-BR-00000159,PCun_L_4_3,5808.06813643,0.13863466,0.68192137,0.39281705,0.28703744,NGIQ-BR-00000161,0.12617123,NGIQ-BR-00000181,0.01246343,1.0988,16.6056,NGIQ-BR-00000161,PCun_L_4_4,0.13499942,NGIQ-BR-00000159,0.11739783,NGIQ-BR-00000201,0.09020429,0.01760159,1.1499,0.82570934,0.17429066,13.2152,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
312,FRONTAL_TO_OCCIPITAL_GAPMAP_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_OCCIPITAL_GAPMAP,Frontal-to-Occipital (GapMap) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_OCCIPITAL_GAPMAP_RIGHT,NGIQ-BR-00000160,PCun_R_4_3,6265.60608599,0.17822286,0.6595914,0.4281626,0.34767663,NGIQ-BR-00000162,0.15374197,NGIQ-BR-00000182,0.02448089,1.1592,14.3139,NGIQ-BR-00000160,PCun_R_4_3,0.17012529,NGIQ-BR-00000162,0.16550151,NGIQ-BR-00000182,0.08648557,0.00462379,1.0279,0.86069358,0.13930642,11.75,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
313,FRONTAL_TO_TEMPORAL_II_GAPMAP_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_II_GAPMAP,Frontal-to-Temporal-II (GapMap) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_II_GAPMAP_LEFT,NGIQ-BR-00000219,Hipp_L_2_2,2040.30978365,0.17103424,0.46752609,0.41196822,0.35633612,NGIQ-BR-00000017,0.12720856,NGIQ-BR-00000065,0.04382568,1.3445,12.5729,NGIQ-BR-00000219,Hipp_L_2_2,0.20376722,NGIQ-BR-00000065,0.13267013,NGIQ-BR-00000017,0.12370817,0.07109709,1.5359,0.72060255,0.27939745,8.4092,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
314,FRONTAL_TO_TEMPORAL_II_GAPMAP_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_II_GAPMAP,Frontal-to-Temporal-II (GapMap) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_II_GAPMAP_RIGHT,NGIQ-BR-00000066,OrG_R_6_5,1023.60528664,0.10424347,0.13066591,0.2043471,0.19654661,NGIQ-BR-00000216,0.08978428,NGIQ-BR-00000018,0.01445919,1.161,16.4803,NGIQ-BR-00000066,OrG_R_6_5,0.10811523,NGIQ-BR-00000225,0.08460254,NGIQ-BR-00000202,0.07797941,0.02351269,1.2779,0.70574656,0.29425344,11.9501,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
315,FRONTAL_TO_TEMPORAL_I_GAPMAP_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_I_GAPMAP,Frontal-to-Temporal-I (GapMap) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_I_GAPMAP_LEFT,NGIQ-BR-00000067,OrG_L_6_6,1516.48277821,0.34669983,0.33439456,0.56136557,0.55291666,NGIQ-BR-00000059,0.18347408,NGIQ-BR-00000051,0.16322575,1.8896,7.3985,NGIQ-BR-00000067,OrG_L_6_6,0.40699315,NGIQ-BR-00000059,0.18864803,NGIQ-BR-00000051,0.10607236,0.21834512,2.1574,0.88865505,0.11134495,4.5736,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
316,FRONTAL_TO_TEMPORAL_I_GAPMAP_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_I_GAPMAP,Frontal-to-Temporal-I (GapMap) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FRONTAL_TO_TEMPORAL_I_GAPMAP_RIGHT,NGIQ-BR-00000068,OrG_R_6_6,987.48977464,0.33845615,0.24289215,0.49952366,0.49912464,NGIQ-BR-00000060,0.24194887,NGIQ-BR-00000062,0.09650728,1.3989,6.6972,NGIQ-BR-00000068,OrG_R_6_6,0.38852609,NGIQ-BR-00000060,0.25334564,NGIQ-BR-00000092,0.06367893,0.13518045,1.5336,0.86156809,0.13843191,4.3982,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
317,FUCD_VENTRAL_STRIATUM_FUNDUS_OF_CAUDATE_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUCD_VENTRAL_STRIATUM_FUNDUS_OF_CAUDATE_NUCLEUS,"FuCd (Ventral Striatum, Fundus of Caudate Nucleus) left",left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUCD_VENTRAL_STRIATUM_FUNDUS_OF_CAUDATE_NUCLEUS_LEFT,NGIQ-BR-00000019,BG_L_6_1,491.59911509,0.62843575,0.11906922,0.53734982,0.39307631,NGIQ-BR-00000224,0.24379131,NGIQ-BR-00000228,0.38464444,2.5778,2.4057,NGIQ-BR-00000019,BG_L_6_1,0.67471674,NGIQ-BR-00000224,0.26440889,NGIQ-BR-00000065,0.00056657,0.41030784,2.5518,0.9398762,0.0601238,1.824,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
318,FUCD_VENTRAL_STRIATUM_FUNDUS_OF_CAUDATE_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUCD_VENTRAL_STRIATUM_FUNDUS_OF_CAUDATE_NUCLEUS,"FuCd (Ventral Striatum, Fundus of Caudate Nucleus) right",right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUCD_VENTRAL_STRIATUM_FUNDUS_OF_CAUDATE_NUCLEUS_RIGHT,NGIQ-BR-00000221,BG_R_6_1,322.78149598,0.42315088,0.09329113,0.47962827,0.4038237,NGIQ-BR-00000225,0.35222216,NGIQ-BR-00000229,0.07092872,1.2014,3.1387,NGIQ-BR-00000221,BG_R_6_1,0.55786877,NGIQ-BR-00000225,0.37950828,NGIQ-BR-00000229,0.00060068,0.17836048,1.47,0.93852666,0.06147334,1.9835,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
319,FUP_VENTRAL_STRIATUM_FUNDUS_OF_PUTAMEN_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUP_VENTRAL_STRIATUM_FUNDUS_OF_PUTAMEN,"FuP (Ventral Striatum, Fundus of Putamen) left",left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUP_VENTRAL_STRIATUM_FUNDUS_OF_PUTAMEN_LEFT,NGIQ-BR-00000019,BG_L_6_1,381.02941643,0.32089273,0.09228836,0.31894875,0.27393578,NGIQ-BR-00000226,0.23769421,NGIQ-BR-00000224,0.08319851,1.35,5.1862,NGIQ-BR-00000224,BG_L_6_3,0.3161483,NGIQ-BR-00000226,0.3095543,NGIQ-BR-00000019,0.23094895,0.006594,1.0213,0.94765142,0.05234858,3.8733,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
320,FUP_VENTRAL_STRIATUM_FUNDUS_OF_PUTAMEN_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUP_VENTRAL_STRIATUM_FUNDUS_OF_PUTAMEN,"FuP (Ventral Striatum, Fundus of Putamen) right",right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUP_VENTRAL_STRIATUM_FUNDUS_OF_PUTAMEN_RIGHT,NGIQ-BR-00000225,BG_R_6_3,352.3634408,0.26992155,0.12090882,0.31509196,0.29078985,NGIQ-BR-00000221,0.25983538,NGIQ-BR-00000227,0.01008617,1.0388,4.8752,NGIQ-BR-00000225,BG_R_6_3,0.35269504,NGIQ-BR-00000221,0.2804821,NGIQ-BR-00000231,0.15251933,0.07221294,1.2575,0.92802485,0.07197515,3.8971,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
321,HATA_HIPPOCAMPUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_HATA_HIPPOCAMPUS,HATA (Hippocampus) left,left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_HATA_HIPPOCAMPUS_LEFT,NGIQ-BR-00000017,Hipp_L_2_1,147.25101368,0.84393187,0.03006578,0.36781257,0.08740484,NGIQ-BR-00000215,0.07088365,NGIQ-BR-00000219,0.77304822,11.9059,1.6645,NGIQ-BR-00000017,Hipp_L_2_1,0.87425324,NGIQ-BR-00000215,0.01510962,NGIQ-BR-00000127,0.00166992,0.85914362,57.8607,0.89103279,0.10896721,1.1047,TRUE,SINGLE_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
322,HATA_HIPPOCAMPUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_HATA_HIPPOCAMPUS,HATA (Hippocampus) right,right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_HATA_HIPPOCAMPUS_RIGHT,NGIQ-BR-00000018,Hipp_R_2_1,137.19549673,0.83427827,0.02592312,0.32758632,0.07499546,NGIQ-BR-00000216,0.19402812,NGIQ-BR-00000220,0.64025016,4.2998,1.7416,NGIQ-BR-00000018,Hipp_R_2_1,0.80593787,NGIQ-BR-00000216,0.16884919,NGIQ-BR-00000128,9.76e-06,0.63708867,4.7731,0.97479936,0.02520064,1.5858,TRUE,SINGLE_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
327,LD_THALAMUS_LATERAL_DORSAL_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LD_THALAMUS_LATERAL_DORSAL_NUCLEUS,"LD (Thalamus, lateral dorsal Nucleus) left",left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LD_THALAMUS_LATERAL_DORSAL_NUCLEUS_LEFT,NGIQ-BR-00000243,Tha_L_8_7,71.03254913,0.30760412,0.03863335,0.37609832,0.24252075,NGIQ-BR-00000237,0.2425539,NGIQ-BR-00000241,0.06505021,1.2682,4.0755,NGIQ-BR-00000243,Tha_L_8_7,0.5405903,NGIQ-BR-00000237,0.1415772,NGIQ-BR-00000241,0.04274868,0.3990131,3.8183,0.74407427,0.25592573,2.2588,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
328,LD_THALAMUS_LATERAL_DORSAL_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LD_THALAMUS_LATERAL_DORSAL_NUCLEUS,"LD (Thalamus, lateral dorsal Nucleus) right",right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LD_THALAMUS_LATERAL_DORSAL_NUCLEUS_RIGHT,NGIQ-BR-00000244,Tha_R_8_7,105.41739292,0.34242607,0.06317344,0.44717686,0.31970812,NGIQ-BR-00000242,0.23618276,NGIQ-BR-00000238,0.10624331,1.4498,4.6962,NGIQ-BR-00000244,Tha_R_8_7,0.5278013,NGIQ-BR-00000242,0.14461341,NGIQ-BR-00000238,0.09380148,0.3831879,3.6497,0.8605001,0.1394999,3.1374,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
329,LI_THALAMUS_LIMITANS_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LI_THALAMUS_LIMITANS_NUCLEUS,"Li (Thalamus, limitans Nucleus) left",left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LI_THALAMUS_LIMITANS_NUCLEUS_LEFT,NGIQ-BR-00000239,Tha_L_8_5,19.56438906,0.14974874,0.00944054,0.10591532,0.04748162,NGIQ-BR-00000235,0.08480983,NGIQ-BR-00000241,0.06493891,1.7657,5.3489,NGIQ-BR-00000239,Tha_L_8_5,0.19530442,NGIQ-BR-00000245,0.09306704,NGIQ-BR-00000241,0.07324552,0.10223737,2.0985,0.41660903,0.58339097,3.8111,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
330,LI_THALAMUS_LIMITANS_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LI_THALAMUS_LIMITANS_NUCLEUS,"Li (Thalamus, limitans Nucleus) right",right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LI_THALAMUS_LIMITANS_NUCLEUS_RIGHT,NGIQ-BR-00000240,Tha_R_8_5,32.66224339,0.1259609,0.01630926,0.12995696,0.07687846,NGIQ-BR-00000246,0.08661807,NGIQ-BR-00000236,0.03934283,1.4542,7.5651,NGIQ-BR-00000240,Tha_R_8_5,0.21927062,NGIQ-BR-00000246,0.08424973,NGIQ-BR-00000234,0.0398643,0.13502089,2.6026,0.43315055,0.56684945,4.5135,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
331,LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS,"LP (Thalamus, lateral posterior Nucleus) left",left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS_LEFT,NGIQ-BR-00000239,Tha_L_8_5,124.32562154,0.26270531,0.05999168,0.34844219,0.2635412,NGIQ-BR-00000241,0.21052393,NGIQ-BR-00000243,0.05218138,1.2479,5.9087,NGIQ-BR-00000243,Tha_L_8_7,0.403143,NGIQ-BR-00000239,0.32298782,NGIQ-BR-00000241,0.08846043,0.08015517,1.2482,0.89221479,0.10778521,3.575,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
332,LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS,"LP (Thalamus, lateral posterior Nucleus) right",right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS_RIGHT,NGIQ-BR-00000240,Tha_R_8_5,100.71978194,0.27238787,0.05029247,0.33070578,0.22677757,NGIQ-BR-00000244,0.18818416,NGIQ-BR-00000242,0.08420371,1.4475,6.0712,NGIQ-BR-00000240,Tha_R_8_5,0.32915434,NGIQ-BR-00000244,0.22712736,NGIQ-BR-00000246,0.14341667,0.10202697,1.4492,0.87077461,0.12922539,4.4768,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
333,MD_THALAMUS_MEDIODORSAL_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MD_THALAMUS_MEDIODORSAL_NUCLEUS,"MD (Thalamus, mediodorsal Nucleus) left",left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MD_THALAMUS_MEDIODORSAL_NUCLEUS_LEFT,NGIQ-BR-00000020,Tha_L_8_1,266.01640808,0.38109298,0.13361043,0.53172371,0.49801994,NGIQ-BR-00000241,0.19267663,NGIQ-BR-00000243,0.18841635,1.9779,5.7751,NGIQ-BR-00000020,Tha_L_8_1,0.50695765,NGIQ-BR-00000237,0.12937232,NGIQ-BR-00000241,0.12177916,0.37758533,3.9186,0.99943974,0.00056026,4.5818,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
334,MD_THALAMUS_MEDIODORSAL_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MD_THALAMUS_MEDIODORSAL_NUCLEUS,"MD (Thalamus, mediodorsal Nucleus) right",right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MD_THALAMUS_MEDIODORSAL_NUCLEUS_RIGHT,NGIQ-BR-00000232,Tha_R_8_1,310.90800865,0.4518166,0.17246533,0.57698956,0.52074054,NGIQ-BR-00000242,0.15203681,NGIQ-BR-00000240,0.29977979,2.9718,5.1279,NGIQ-BR-00000232,Tha_R_8_1,0.51256156,NGIQ-BR-00000238,0.15068936,NGIQ-BR-00000242,0.11617723,0.3618722,3.4014,0.99665386,0.00334614,4.176,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
337,MV_THALAMUS_MEDIOVENTRAL_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MV_THALAMUS_MEDIOVENTRAL_NUCLEUS,"MV (Thalamus, medioventral Nucleus) left",left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MV_THALAMUS_MEDIOVENTRAL_NUCLEUS_LEFT,NGIQ-BR-00000237,Tha_L_8_4,37.66857372,0.37185821,0.01823356,0.2718926,0.07627018,NGIQ-BR-00000020,0.24305304,NGIQ-BR-00000245,0.12880517,1.5299,6.0645,NGIQ-BR-00000237,Tha_L_8_4,0.41745246,NGIQ-BR-00000245,0.25251542,NGIQ-BR-00000020,0.19809235,0.16493704,1.6532,0.97513196,0.02486804,3.5945,TRUE,MULTI_TARGET_CONCENTRATED,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
338,MV_THALAMUS_MEDIOVENTRAL_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MV_THALAMUS_MEDIOVENTRAL_NUCLEUS,"MV (Thalamus, medioventral Nucleus) right",right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MV_THALAMUS_MEDIOVENTRAL_NUCLEUS_RIGHT,NGIQ-BR-00000238,Tha_R_8_4,43.0500071,0.28654367,0.02584743,0.24569832,0.10672396,NGIQ-BR-00000232,0.24273935,NGIQ-BR-00000244,0.04380432,1.1805,6.3182,NGIQ-BR-00000238,Tha_R_8_4,0.48139744,NGIQ-BR-00000232,0.19357005,NGIQ-BR-00000246,0.15259217,0.28782739,2.4869,0.96646124,0.03353876,3.4991,TRUE,DIFFUSE_ASSOCIATION,one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
339,NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS,"Ndentd (Cerebellum, Dorsal Dentate Nucleus) left",left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS_LEFT,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,NA,ZERO_BNA_ASSOCIATION,NO_SPATIAL_ASSOCIATION|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
340,NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS,"Ndentd (Cerebellum, Dorsal Dentate Nucleus) right",right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS_RIGHT,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,NA,ZERO_BNA_ASSOCIATION,NO_SPATIAL_ASSOCIATION|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
341,NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS,"Ndentv (Cerebellum, Ventral Dentate Nucleus) left",left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS_LEFT,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,NA,ZERO_BNA_ASSOCIATION,NO_SPATIAL_ASSOCIATION|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
342,NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS,"Ndentv (Cerebellum, Ventral Dentate Nucleus) right",right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS_RIGHT,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,NA,ZERO_BNA_ASSOCIATION,NO_SPATIAL_ASSOCIATION|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
343,NFAST_CEREBELLUM_FASTIGIAL_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NFAST_CEREBELLUM_FASTIGIAL_NUCLEUS,"Nfast (Cerebellum, Fastigial Nucleus) left",left,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NFAST_CEREBELLUM_FASTIGIAL_NUCLEUS_LEFT,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,NA,ZERO_BNA_ASSOCIATION,NO_SPATIAL_ASSOCIATION|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
344,NFAST_CEREBELLUM_FASTIGIAL_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NFAST_CEREBELLUM_FASTIGIAL_NUCLEUS,"Nfast (Cerebellum, Fastigial Nucleus) right",right,ONE_TO_ONE_CANONICAL,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NFAST_CEREBELLUM_FASTIGIAL_NUCLEUS_RIGHT,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,NA,ZERO_BNA_ASSOCIATION,NO_SPATIAL_ASSOCIATION|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1,,
