component_index,parcel_id,official_name,official_code,canonical_g3_id,hemisphere,lut_name,lobe,macro_gyrus_name,source_asset,source_sha256,output_asset,output_sha256,source_space,target_space,transform_sha256,tool,tool_version,interpolation,source_scale,output_scale,source_nonzero_voxels,target_nonzero_voxels,source_probability_sum,target_probability_sum,probability_sum_ratio,support_volume_ratio,target_grid_match,hemisphere_check,finite_check,range_check,nonempty_check,cross_check,boundary_touch_fraction,correct_side_mass_fraction,transform_status
159,159,Postcentral gyrus,PoG_L_4_3,NGIQ-BR-00000167,left,A2_L,Parietal lobe,Postcentral gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp159_PoG_L_4_3_prob_2009c.nii.gz,084ce6eff674e588d10447644f3d522ed3dd6de2c8311578fc86d8d4a6ac8744,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,9601,28989,331175.9992,7172.9675,0.021659,3.019373,True,True,True,True,True,True,0.0,1.0,PASS
160,160,Postcentral gyrus,PoG_R_4_3,NGIQ-BR-00000168,right,A2_R,Parietal lobe,Postcentral gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp160_PoG_R_4_3_prob_2009c.nii.gz,fe1a16d93e20432bc45988bf07ec4781dd66a02c976abc87567d03a6d6a5efb1,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,8787,29297,301811.3828,6972.9618,0.023104,3.33413,True,True,True,True,True,True,0.0,1.0,PASS
161,161,Postcentral gyrus,PoG_L_4_4,NGIQ-BR-00000169,left,A1/2/3tru_L,Parietal lobe,Postcentral gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp161_PoG_L_4_4_prob_2009c.nii.gz,77dcdd64035d53560a0ef3cfa4fba4ae63a85c4c9d2682130ba7c3e37612f098,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,9280,29183,270511.7965,5114.8534,0.018908,3.14472,True,True,True,True,True,True,0.0,1.0,PASS
162,162,Postcentral gyrus,PoG_R_4_4,NGIQ-BR-00000170,right,A1/2/3tru_R,Parietal lobe,Postcentral gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp162_PoG_R_4_4_prob_2009c.nii.gz,9dc4e8cae0f2348ed8cd6aae6df7575e86d2b49b1c061368b6086f4bfe3ca405,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6896,24626,206060.0937,4542.2744,0.022043,3.571056,True,True,True,True,True,True,0.0,1.0,PASS
163,163,Insular gyrus,INS_L_6_1,NGIQ-BR-00000013,left,G_L,Insular lobe,Insular gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp163_INS_L_6_1_prob_2009c.nii.gz,d627af997f149b443e6e1d3fda42e0c646b6c51604f1e5dbd4094fa25a1fa932,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3265,10076,138273.0,2848.708,0.020602,3.086064,True,True,True,True,True,True,0.0,1.0,PASS
164,164,Insular gyrus,INS_R_6_1,NGIQ-BR-00000014,right,G_R,Insular lobe,Insular gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp164_INS_R_6_1_prob_2009c.nii.gz,f79d3c6ab0246c4d4bc2f600732419de12f28becdd4d567913a1dfa42f28200a,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,4090,12883,122663.0,2493.4206,0.020327,3.149878,True,True,True,True,True,True,0.0,1.0,PASS
165,165,Insular gyrus,INS_L_6_2,NGIQ-BR-00000171,left,vIa_L,Insular lobe,Insular gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp165_INS_L_6_2_prob_2009c.nii.gz,e003e272019b89d2db254e709be37be9f1b56cca3fdf03106848431caef75225,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,2433,8706,91866.0,1857.1894,0.020216,3.578298,True,True,True,True,True,True,0.0,1.0,PASS
166,166,Insular gyrus,INS_R_6_2,NGIQ-BR-00000172,right,vIa_R,Insular lobe,Insular gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp166_INS_R_6_2_prob_2009c.nii.gz,fc231a89328d33c7807cb1fd7e14070297a4976c3af74ae2a9cba9741d39b198,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,2365,8418,83724.0,1718.6553,0.020528,3.559408,True,True,True,True,True,True,0.0,1.0,PASS
167,167,Insular gyrus,INS_L_6_3,NGIQ-BR-00000173,left,dIa_L,Insular lobe,Insular gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp167_INS_L_6_3_prob_2009c.nii.gz,5513c682ad1c9877810ab8d479253dfed2ba98f06ccaf4a61aa20568aaa0fa63,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,2869,9975,107981.0,2310.6175,0.021398,3.476821,True,True,True,True,True,True,0.0,1.0,PASS
168,168,Insular gyrus,INS_R_6_3,NGIQ-BR-00000174,right,dIa_R,Insular lobe,Insular gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp168_INS_R_6_3_prob_2009c.nii.gz,6f5bedc6eff8aa7dce1b3d61d222f25a920d40bcc46e31d19646cc9fd68e787d,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,2978,10001,107607.0,2239.119,0.020808,3.358294,True,True,True,True,True,True,0.0,1.0,PASS
169,169,Insular gyrus,INS_L_6_4,NGIQ-BR-00000175,left,vId/vIg_L,Insular lobe,Insular gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp169_INS_L_6_4_prob_2009c.nii.gz,dbdc33f03c0c5e8bc349733dc1d72ca3abb1aa123d9f6b689f169169de9e11f6,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,4125,14010,112722.0,2349.1954,0.020841,3.396364,True,True,True,True,True,True,0.0,1.0,PASS
170,170,Insular gyrus,INS_R_6_4,NGIQ-BR-00000176,right,vId/vIg_R,Insular lobe,Insular gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp170_INS_R_6_4_prob_2009c.nii.gz,5b85149b4fd3cb17d75973e0aa0a7e08ad2e124f4d60ede38fe911c0b1fbd445,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3431,11896,104004.0,2162.3877,0.020791,3.467211,True,True,True,True,True,True,0.0,1.0,PASS
171,171,Insular gyrus,INS_L_6_5,NGIQ-BR-00000177,left,dIg_L,Insular lobe,Insular gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp171_INS_L_6_5_prob_2009c.nii.gz,0b19905812d5fd56b6784c0490e77318e920fe4a6c27b2ec61ca5bd233eb900e,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,4196,13213,127349.0,2676.1428,0.021014,3.148951,True,True,True,True,True,True,0.0,1.0,PASS
172,172,Insular gyrus,INS_R_6_5,NGIQ-BR-00000178,right,dIg_R,Insular lobe,Insular gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp172_INS_R_6_5_prob_2009c.nii.gz,84169f13120a36f88da4e105a8e83fc3c642a81cdb1f22b84389553b431c525f,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,4323,14036,117400.0,2484.4571,0.021162,3.246819,True,True,True,True,True,True,0.0,1.0,PASS
173,173,Insular gyrus,INS_L_6_6,NGIQ-BR-00000179,left,dId_L,Insular lobe,Insular gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp173_INS_L_6_6_prob_2009c.nii.gz,57556d3ba0dc12611f41798854e9ea7bef191f28f14460e3bdcc7f2cef86ae83,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,4686,15192,121277.0,2593.2323,0.021383,3.241997,True,True,True,True,True,True,0.0,1.0,PASS
174,174,Insular gyrus,INS_R_6_6,NGIQ-BR-00000180,right,dId_R,Insular lobe,Insular gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp174_INS_R_6_6_prob_2009c.nii.gz,f4a99b14125fc5ed97cfa2f03a2a94a9a9f228b48264ec90c696e4e7decacf5b,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,4648,14651,128301.0,2749.3296,0.021429,3.152108,True,True,True,True,True,True,0.0,1.0,PASS
175,175,Cingulate gyrus,CG_L_7_1,NGIQ-BR-00000181,left,A23d_L,Limbic lobe,Cingulate gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp175_CG_L_7_1_prob_2009c.nii.gz,eb745be3cd3dd9f3f71cf3ceb7906b6c4388714668e1e78c60743fad36b42322,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,7983,27499,199947.0883,4269.5824,0.021354,3.444695,True,True,True,True,True,True,0.0,0.922151,PASS
176,176,Cingulate gyrus,CG_R_7_1,NGIQ-BR-00000182,right,A23d_R,Limbic lobe,Cingulate gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp176_CG_R_7_1_prob_2009c.nii.gz,9ee20e52e039202574ea6218b1f74c6353a39d6db100feddcc7f7f503ab1c477,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,8167,25938,197107.7141,4101.9475,0.020811,3.175952,True,True,True,True,True,True,0.0,0.899915,PASS
177,177,Cingulate gyrus,CG_L_7_2,NGIQ-BR-00000183,left,A24rv_L,Limbic lobe,Cingulate gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp177_CG_L_7_2_prob_2009c.nii.gz,8382e3dfd2c6409c0324971e9be730e4597a555a646b5f097e2d29b07d37f16c,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,7548,24532,108160.858,2286.0406,0.021136,3.250132,True,True,True,True,True,True,0.0,0.949619,PASS
178,178,Cingulate gyrus,CG_R_7_2,NGIQ-BR-00000184,right,A24rv_R,Limbic lobe,Cingulate gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp178_CG_R_7_2_prob_2009c.nii.gz,f28e6a0edb7cd8cb858d3909db33a3b38fcb8514b32c38ddbb037fa726d617a8,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6562,21492,119944.0411,2497.3952,0.020821,3.275221,True,True,True,True,True,True,0.0,0.905547,PASS
179,179,Cingulate gyrus,CG_L_7_3,NGIQ-BR-00000185,left,A32p_L,Limbic lobe,Cingulate gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp179_CG_L_7_3_prob_2009c.nii.gz,f8dc94313fd989860470c5925f2b715dabf102dd426f58dc931d3e9cd808dc92,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,8421,27873,188001.4988,3878.756,0.020632,3.309939,True,True,True,True,True,True,0.0,0.956398,PASS
180,180,Cingulate gyrus,CG_R_7_3,NGIQ-BR-00000186,right,A32p_R,Limbic lobe,Cingulate gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp180_CG_R_7_3_prob_2009c.nii.gz,15dfac791838a7d9bf6a4063efa91a538755fe197133efe8e1bd621f9fd4d34e,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,8640,27713,181332.6291,3617.3154,0.019949,3.207523,True,True,True,True,True,True,0.0,0.875744,PASS
181,181,Cingulate gyrus,CG_L_7_4,NGIQ-BR-00000187,left,A23v_L,Limbic lobe,Cingulate gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp181_CG_L_7_4_prob_2009c.nii.gz,f6eaf3ae751c5ae26243ddd7a4f0d040afcf9d4c22f3a589c701aa923d8a0a30,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6433,23360,161897.1327,3352.9969,0.020711,3.631276,True,True,True,True,True,True,0.0,0.989601,PASS
182,182,Cingulate gyrus,CG_R_7_4,NGIQ-BR-00000188,right,A23v_R,Limbic lobe,Cingulate gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp182_CG_R_7_4_prob_2009c.nii.gz,c4fcb8fdd45ddce15dead05ff0eee9ca430b18b7c05bd7e765a1852d970fee6e,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,5560,19931,153884.1983,3125.154,0.020308,3.584712,True,True,True,True,True,True,0.0,0.985176,PASS
183,183,Cingulate gyrus,CG_L_7_5,NGIQ-BR-00000189,left,A24cd_L,Limbic lobe,Cingulate gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp183_CG_L_7_5_prob_2009c.nii.gz,e6b9a185594cbbe0256f796f73186d3eb6c98450d2700264ff71f2d7065a9b14,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,8145,26615,171634.3195,3485.0211,0.020305,3.267649,True,True,True,True,True,True,0.0,0.930679,PASS
184,184,Cingulate gyrus,CG_R_7_5,NGIQ-BR-00000190,right,A24cd_R,Limbic lobe,Cingulate gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp184_CG_R_7_5_prob_2009c.nii.gz,707c2ff4388628b277995b90ad5dc8b0af9c35eeb90b6e8e0814b624a0df7c28,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,8940,28371,142854.8881,2921.4072,0.02045,3.17349,True,True,True,True,True,True,0.0,0.906701,PASS
185,185,Cingulate gyrus,CG_L_7_6,NGIQ-BR-00000191,left,A23c_L,Limbic lobe,Cingulate gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp185_CG_L_7_6_prob_2009c.nii.gz,b5f04ab78f7dfccb44d3d14cb76c98bbef7f675502b5908027e0b312ed1926c6,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6585,21740,187222.2444,3905.6783,0.020861,3.301443,True,True,True,True,True,True,0.0,0.949521,PASS
186,186,Cingulate gyrus,CG_R_7_6,NGIQ-BR-00000192,right,A23c_R,Limbic lobe,Cingulate gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp186_CG_R_7_6_prob_2009c.nii.gz,b2b95ec96ddea4ba1f443f0b2fc324fb555239bab092a13b92990c6d8c4acc0e,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6689,22498,204172.1726,4254.2493,0.020837,3.363433,True,True,True,True,True,True,0.0,0.935837,PASS
187,187,Cingulate gyrus,CG_L_7_7,NGIQ-BR-00000193,left,A32sg_L,Limbic lobe,Cingulate gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp187_CG_L_7_7_prob_2009c.nii.gz,9bd14c2eaa5b9015ecc503f5a6d8abb931ebc1b8880231294b9945899b96ef3a,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,7047,24377,233436.8563,4934.8812,0.02114,3.459202,True,True,True,True,True,True,0.0,0.944402,PASS
188,188,Cingulate gyrus,CG_R_7_7,NGIQ-BR-00000194,right,A32sg_R,Limbic lobe,Cingulate gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp188_CG_R_7_7_prob_2009c.nii.gz,8ea04f537ddcff74af0ba409a27929c1e6d314145e6f97751e8da492d66d1ac6,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,7088,24245,182504.3548,3669.1789,0.020105,3.42057,True,True,True,True,True,True,0.0,0.86006,PASS
189,189,MedioVentral occipital cortex,MVOcC_L_5_1,NGIQ-BR-00000015,left,cLinG_L,Occipital lobe,MedioVentral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp189_MVOcC_L_5_1_prob_2009c.nii.gz,ea8e3ce18527bd90976e498717af85316c0043dcd80f8f14545ef35c87e719c0,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,12387,36053,267739.7301,5596.4738,0.020903,2.910551,True,True,True,True,True,True,0.0,0.951874,PASS
190,190,MedioVentral occipital cortex,MVOcC_R_5_1,NGIQ-BR-00000016,right,cLinG_R,Occipital lobe,MedioVentral occipital cortex,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp190_MVOcC_R_5_1_prob_2009c.nii.gz,89fd8671a4b2bfe11ec2851b3be22946af066f24dbb543ca438c02dc001d0d62,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,10318,31736,286479.0479,5904.8633,0.020612,3.07579,True,True,True,True,True,True,0.0,0.993956,PASS
