g3_entity_id,g3_name_en,g3_name_zh,g3_source_name,g3_hemisphere,derived_anatomical_family,derivation_basis,g1_candidate_entity_id,g1_candidate_name_en,g1_candidate_name_zh,g1_hemisphere,candidate_relation,candidate_method,confidence_class,candidate_count,decision,review_reason
NGIQ-BR-00000072,"Right Precentral gyrus, Brainnetome 6_2",右侧中央前回（Brainnetome 6-2）,PrG_R_6_2,right,Precentral gyrus,CANONICAL_NAME,NGIQ-BR-00000321,Right Precentral Gyrus,右中央前回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000074,"Right Precentral gyrus, Brainnetome 6_3",右侧中央前回（Brainnetome 6-3）,PrG_R_6_3,right,Precentral gyrus,CANONICAL_NAME,NGIQ-BR-00000321,Right Precentral Gyrus,右中央前回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000076,"Right Precentral gyrus, Brainnetome 6_4",右侧中央前回（Brainnetome 6-4）,PrG_R_6_4,right,Precentral gyrus,CANONICAL_NAME,NGIQ-BR-00000321,Right Precentral Gyrus,右中央前回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000078,"Right Precentral gyrus, Brainnetome 6_5",右侧中央前回（Brainnetome 6-5）,PrG_R_6_5,right,Precentral gyrus,CANONICAL_NAME,NGIQ-BR-00000321,Right Precentral Gyrus,右中央前回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000080,"Right Precentral gyrus, Brainnetome 6_6",右侧中央前回（Brainnetome 6-6）,PrG_R_6_6,right,Precentral gyrus,CANONICAL_NAME,NGIQ-BR-00000321,Right Precentral Gyrus,右中央前回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000156,"Right Precuneus, Brainnetome 4_1",右侧楔前叶（Brainnetome 4-1）,PCun_R_4_1,right,Precuneus,CANONICAL_NAME,NGIQ-BR-00000322,Right Precuneus,右楔前叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000158,"Right Precuneus, Brainnetome 4_2",右侧楔前叶（Brainnetome 4-2）,PCun_R_4_2,right,Precuneus,CANONICAL_NAME,NGIQ-BR-00000322,Right Precuneus,右楔前叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000160,"Right Precuneus, Brainnetome 4_3",右侧楔前叶（Brainnetome 4-3）,PCun_R_4_3,right,Precuneus,CANONICAL_NAME,NGIQ-BR-00000322,Right Precuneus,右楔前叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000162,"Right Precuneus, Brainnetome 4_4",右侧楔前叶（Brainnetome 4-4）,PCun_R_4_4,right,Precuneus,CANONICAL_NAME,NGIQ-BR-00000322,Right Precuneus,右楔前叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000221,"Right Striatum (basal ganglia), Brainnetome 6_1",右侧纹状体（Brainnetome 6-1）,Str_R_6_1,right,Striatum (basal ganglia),MANUAL_REVIEW_REQUIRED,,Right Caudate Nucleus; Right Putamen; Right Nucleus Accumbens,,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,multiple coarse G1 candidates: caudate nucleus; putamen; nucleus accumbens
NGIQ-BR-00000223,"Right Striatum (basal ganglia), Brainnetome 6_2",右侧纹状体（Brainnetome 6-2）,Str_R_6_2,right,Striatum (basal ganglia),MANUAL_REVIEW_REQUIRED,,Right Caudate Nucleus; Right Putamen; Right Nucleus Accumbens,,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,multiple coarse G1 candidates: caudate nucleus; putamen; nucleus accumbens
NGIQ-BR-00000225,"Right Striatum (basal ganglia), Brainnetome 6_3",右侧纹状体（Brainnetome 6-3）,Str_R_6_3,right,Striatum (basal ganglia),MANUAL_REVIEW_REQUIRED,,Right Caudate Nucleus; Right Putamen; Right Nucleus Accumbens,,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,multiple coarse G1 candidates: caudate nucleus; putamen; nucleus accumbens
NGIQ-BR-00000227,"Right Striatum (basal ganglia), Brainnetome 6_4",右侧纹状体（Brainnetome 6-4）,Str_R_6_4,right,Striatum (basal ganglia),MANUAL_REVIEW_REQUIRED,,Right Caudate Nucleus; Right Putamen; Right Nucleus Accumbens,,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,multiple coarse G1 candidates: caudate nucleus; putamen; nucleus accumbens
NGIQ-BR-00000229,"Right Striatum (basal ganglia), Brainnetome 6_5",右侧纹状体（Brainnetome 6-5）,Str_R_6_5,right,Striatum (basal ganglia),MANUAL_REVIEW_REQUIRED,,Right Caudate Nucleus; Right Putamen; Right Nucleus Accumbens,,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,multiple coarse G1 candidates: caudate nucleus; putamen; nucleus accumbens
NGIQ-BR-00000231,"Right Striatum (basal ganglia), Brainnetome 6_6",右侧纹状体（Brainnetome 6-6）,Str_R_6_6,right,Striatum (basal ganglia),MANUAL_REVIEW_REQUIRED,,Right Caudate Nucleus; Right Putamen; Right Nucleus Accumbens,,right,COARSE_AGGREGATION_CANDIDATE,,low,3,NEEDS_REVIEW,multiple coarse G1 candidates: caudate nucleus; putamen; nucleus accumbens
NGIQ-BR-00000002,"Right Superior frontal gyrus, Brainnetome 7_1",右侧额上回（Brainnetome 7-1）,SFG_R_7_1,right,Superior frontal gyrus,CANONICAL_NAME,NGIQ-BR-00000325,Right Superior Frontal Gyrus,右额上回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000022,"Right Superior frontal gyrus, Brainnetome 7_2",右侧额上回（Brainnetome 7-2）,SFG_R_7_2,right,Superior frontal gyrus,CANONICAL_NAME,NGIQ-BR-00000325,Right Superior Frontal Gyrus,右额上回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000024,"Right Superior frontal gyrus, Brainnetome 7_3",右侧额上回（Brainnetome 7-3）,SFG_R_7_3,right,Superior frontal gyrus,CANONICAL_NAME,NGIQ-BR-00000325,Right Superior Frontal Gyrus,右额上回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000026,"Right Superior frontal gyrus, Brainnetome 7_4",右侧额上回（Brainnetome 7-4）,SFG_R_7_4,right,Superior frontal gyrus,CANONICAL_NAME,NGIQ-BR-00000325,Right Superior Frontal Gyrus,右额上回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000028,"Right Superior frontal gyrus, Brainnetome 7_5",右侧额上回（Brainnetome 7-5）,SFG_R_7_5,right,Superior frontal gyrus,CANONICAL_NAME,NGIQ-BR-00000325,Right Superior Frontal Gyrus,右额上回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000030,"Right Superior frontal gyrus, Brainnetome 7_6",右侧额上回（Brainnetome 7-6）,SFG_R_7_6,right,Superior frontal gyrus,CANONICAL_NAME,NGIQ-BR-00000325,Right Superior Frontal Gyrus,右额上回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000032,"Right Superior frontal gyrus, Brainnetome 7_7",右侧额上回（Brainnetome 7-7）,SFG_R_7_7,right,Superior frontal gyrus,CANONICAL_NAME,NGIQ-BR-00000325,Right Superior Frontal Gyrus,右额上回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000212,"Right Superior lateral occipital cortex, Brainnetome 2_1",右侧上外侧枕叶皮层（Brainnetome 2-1）,sOcG_R_2_1,right,Superior lateral occipital cortex,CANONICAL_NAME,NGIQ-BR-00000308,Right Lateral Occipital Cortex,右外侧枕叶皮质,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000214,"Right Superior lateral occipital cortex, Brainnetome 2_2",右侧上外侧枕叶皮层（Brainnetome 2-2）,sOcG_R_2_2,right,Superior lateral occipital cortex,CANONICAL_NAME,NGIQ-BR-00000308,Right Lateral Occipital Cortex,右外侧枕叶皮质,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000010,"Right Superior parietal lobule, Brainnetome 5_1",右侧顶上小叶（Brainnetome 5-1）,SPL_R_5_1,right,Superior parietal lobule,CANONICAL_NAME,NGIQ-BR-00000326,Right Superior Parietal Lobule,右顶上小叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000138,"Right Superior parietal lobule, Brainnetome 5_2",右侧顶上小叶（Brainnetome 5-2）,SPL_R_5_2,right,Superior parietal lobule,CANONICAL_NAME,NGIQ-BR-00000326,Right Superior Parietal Lobule,右顶上小叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000140,"Right Superior parietal lobule, Brainnetome 5_3",右侧顶上小叶（Brainnetome 5-3）,SPL_R_5_3,right,Superior parietal lobule,CANONICAL_NAME,NGIQ-BR-00000326,Right Superior Parietal Lobule,右顶上小叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000142,"Right Superior parietal lobule, Brainnetome 5_4",右侧顶上小叶（Brainnetome 5-4）,SPL_R_5_4,right,Superior parietal lobule,CANONICAL_NAME,NGIQ-BR-00000326,Right Superior Parietal Lobule,右顶上小叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000144,"Right Superior parietal lobule, Brainnetome 5_5",右侧顶上小叶（Brainnetome 5-5）,SPL_R_5_5,right,Superior parietal lobule,CANONICAL_NAME,NGIQ-BR-00000326,Right Superior Parietal Lobule,右顶上小叶,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000006,"Right Superior temporal gyrus, Brainnetome 6_1",右侧颞上回（Brainnetome 6-1）,STG_R_6_1,right,Superior temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000327,Right Superior Temporal Gyrus,右颞上回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000086,"Right Superior temporal gyrus, Brainnetome 6_2",右侧颞上回（Brainnetome 6-2）,STG_R_6_2,right,Superior temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000327,Right Superior Temporal Gyrus,右颞上回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000088,"Right Superior temporal gyrus, Brainnetome 6_3",右侧颞上回（Brainnetome 6-3）,STG_R_6_3,right,Superior temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000327,Right Superior Temporal Gyrus,右颞上回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000090,"Right Superior temporal gyrus, Brainnetome 6_4",右侧颞上回（Brainnetome 6-4）,STG_R_6_4,right,Superior temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000327,Right Superior Temporal Gyrus,右颞上回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000092,"Right Superior temporal gyrus, Brainnetome 6_5",右侧颞上回（Brainnetome 6-5）,STG_R_6_5,right,Superior temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000327,Right Superior Temporal Gyrus,右颞上回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000094,"Right Superior temporal gyrus, Brainnetome 6_6",右侧颞上回（Brainnetome 6-6）,STG_R_6_6,right,Superior temporal gyrus,CANONICAL_NAME,NGIQ-BR-00000327,Right Superior Temporal Gyrus,右颞上回,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000232,"Right Thalamus, Brainnetome 8_1",右侧丘脑（Brainnetome 8-1）,Th_R_8_1,right,Thalamus,CANONICAL_NAME,NGIQ-BR-00000256,Right Thalamus,右丘脑,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000234,"Right Thalamus, Brainnetome 8_2",右侧丘脑（Brainnetome 8-2）,Th_R_8_2,right,Thalamus,CANONICAL_NAME,NGIQ-BR-00000256,Right Thalamus,右丘脑,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000236,"Right Thalamus, Brainnetome 8_3",右侧丘脑（Brainnetome 8-3）,Th_R_8_3,right,Thalamus,CANONICAL_NAME,NGIQ-BR-00000256,Right Thalamus,右丘脑,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000238,"Right Thalamus, Brainnetome 8_4",右侧丘脑（Brainnetome 8-4）,Th_R_8_4,right,Thalamus,CANONICAL_NAME,NGIQ-BR-00000256,Right Thalamus,右丘脑,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000240,"Right Thalamus, Brainnetome 8_5",右侧丘脑（Brainnetome 8-5）,Th_R_8_5,right,Thalamus,CANONICAL_NAME,NGIQ-BR-00000256,Right Thalamus,右丘脑,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000242,"Right Thalamus, Brainnetome 8_6",右侧丘脑（Brainnetome 8-6）,Th_R_8_6,right,Thalamus,CANONICAL_NAME,NGIQ-BR-00000256,Right Thalamus,右丘脑,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000244,"Right Thalamus, Brainnetome 8_7",右侧丘脑（Brainnetome 8-7）,Th_R_8_7,right,Thalamus,CANONICAL_NAME,NGIQ-BR-00000256,Right Thalamus,右丘脑,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
NGIQ-BR-00000246,"Right Thalamus, Brainnetome 8_8",右侧丘脑（Brainnetome 8-8）,Th_R_8_8,right,Thalamus,CANONICAL_NAME,NGIQ-BR-00000256,Right Thalamus,右丘脑,right,COARSE_AGGREGATION_CANDIDATE,authoritative_anatomical_mapping,high,1,AUTO_HIGH,
