parcel_id,official_code,official_macro_gyrus,official_modified_name,hemisphere,g3_entity_id,g3_name_en,g3_name_zh,g3_source_name_original,current_alias,alignment_method,alignment_status
194,MVOcC_R_5_3,"MVOcC, MedioVentral occipital cortex",caudal cuneus gyrus,right,NGIQ-BR-00000198,"Right Medioventral occipital cortex, Brainnetome 5_3",右侧腹内侧枕叶皮层（Brainnetome 5-3）,Cun_R_5_3,Cun_R_5_3,EXACT_BRAINNETOME_XREF,ALIGNED
195,MVOcC_L_5_4,"MVOcC, MedioVentral occipital cortex",rostral lingual gyrus,left,NGIQ-BR-00000199,"Left Medioventral occipital cortex, Brainnetome 5_4",左侧腹内侧枕叶皮层（Brainnetome 5-4）,Cun_L_5_4,Cun_L_5_4,EXACT_BRAINNETOME_XREF,ALIGNED
196,MVOcC_R_5_4,"MVOcC, MedioVentral occipital cortex",rostral lingual gyrus,right,NGIQ-BR-00000200,"Right Medioventral occipital cortex, Brainnetome 5_4",右侧腹内侧枕叶皮层（Brainnetome 5-4）,Cun_R_5_4,Cun_R_5_4,EXACT_BRAINNETOME_XREF,ALIGNED
197,MVOcC_L_5_5,"MVOcC, MedioVentral occipital cortex",ventromedial parietooccipital sulcus,left,NGIQ-BR-00000201,"Left Medioventral occipital cortex, Brainnetome 5_5",左侧腹内侧枕叶皮层（Brainnetome 5-5）,Cun_L_5_5,Cun_L_5_5,EXACT_BRAINNETOME_XREF,ALIGNED
198,MVOcC_R_5_5,"MVOcC, MedioVentral occipital cortex",ventromedial parietooccipital sulcus,right,NGIQ-BR-00000202,"Right Medioventral occipital cortex, Brainnetome 5_5",右侧腹内侧枕叶皮层（Brainnetome 5-5）,Cun_R_5_5,Cun_R_5_5,EXACT_BRAINNETOME_XREF,ALIGNED
199,LOcC_L_4_1,"LOcC, Lateral occipital cortex",middle occipital gyrus,left,NGIQ-BR-00000203,"Left Lateral occipital cortex, Brainnetome 4_1",左侧外侧枕叶皮层（Brainnetome 4-1）,OcG_L_4_1,OcG_L_4_1,EXACT_BRAINNETOME_XREF,ALIGNED
200,LOcC_R_4_1,"LOcC, Lateral occipital cortex",middle occipital gyrus,right,NGIQ-BR-00000204,"Right Lateral occipital cortex, Brainnetome 4_1",右侧外侧枕叶皮层（Brainnetome 4-1）,OcG_R_4_1,OcG_R_4_1,EXACT_BRAINNETOME_XREF,ALIGNED
201,LOcC_L_4_2,"LOcC, Lateral occipital cortex",area V5/MT+,left,NGIQ-BR-00000205,"Left Lateral occipital cortex, Brainnetome 4_2",左侧外侧枕叶皮层（Brainnetome 4-2）,OcG_L_4_2,OcG_L_4_2,EXACT_BRAINNETOME_XREF,ALIGNED
202,LOcC_R_4_2,"LOcC, Lateral occipital cortex",area V5/MT+,right,NGIQ-BR-00000206,"Right Lateral occipital cortex, Brainnetome 4_2",右侧外侧枕叶皮层（Brainnetome 4-2）,OcG_R_4_2,OcG_R_4_2,EXACT_BRAINNETOME_XREF,ALIGNED
203,LOcC_L_4_3,"LOcC, Lateral occipital cortex",occipital polar cortex,left,NGIQ-BR-00000207,"Left Lateral occipital cortex, Brainnetome 4_3",左侧外侧枕叶皮层（Brainnetome 4-3）,OcG_L_4_3,OcG_L_4_3,EXACT_BRAINNETOME_XREF,ALIGNED
204,LOcC_R_4_3,"LOcC, Lateral occipital cortex",occipital polar cortex,right,NGIQ-BR-00000208,"Right Lateral occipital cortex, Brainnetome 4_3",右侧外侧枕叶皮层（Brainnetome 4-3）,OcG_R_4_3,OcG_R_4_3,EXACT_BRAINNETOME_XREF,ALIGNED
205,LOcC_L_4_4,"LOcC, Lateral occipital cortex",inferior occipital gyrus,left,NGIQ-BR-00000209,"Left Lateral occipital cortex, Brainnetome 4_4",左侧外侧枕叶皮层（Brainnetome 4-4）,OcG_L_4_4,OcG_L_4_4,EXACT_BRAINNETOME_XREF,ALIGNED
206,LOcC_R_4_4,"LOcC, Lateral occipital cortex",inferior occipital gyrus,right,NGIQ-BR-00000210,"Right Lateral occipital cortex, Brainnetome 4_4",右侧外侧枕叶皮层（Brainnetome 4-4）,OcG_R_4_4,OcG_R_4_4,EXACT_BRAINNETOME_XREF,ALIGNED
207,LOcC_L_2_1,"LOcC, Lateral occipital cortex",medial superior occipital gyrus,left,NGIQ-BR-00000211,"Left Superior lateral occipital cortex, Brainnetome 2_1",左侧上外侧枕叶皮层（Brainnetome 2-1）,sOcG_L_2_1,sOcG_L_2_1,EXACT_BRAINNETOME_XREF,ALIGNED
208,LOcC_R_2_1,"LOcC, Lateral occipital cortex",medial superior occipital gyrus,right,NGIQ-BR-00000212,"Right Superior lateral occipital cortex, Brainnetome 2_1",右侧上外侧枕叶皮层（Brainnetome 2-1）,sOcG_R_2_1,sOcG_R_2_1,EXACT_BRAINNETOME_XREF,ALIGNED
209,LOcC_L_2_2,"LOcC, Lateral occipital cortex",lateral superior occipital gyrus,left,NGIQ-BR-00000213,"Left Superior lateral occipital cortex, Brainnetome 2_2",左侧上外侧枕叶皮层（Brainnetome 2-2）,sOcG_L_2_2,sOcG_L_2_2,EXACT_BRAINNETOME_XREF,ALIGNED
210,LOcC_R_2_2,"LOcC, Lateral occipital cortex",lateral superior occipital gyrus,right,NGIQ-BR-00000214,"Right Superior lateral occipital cortex, Brainnetome 2_2",右侧上外侧枕叶皮层（Brainnetome 2-2）,sOcG_R_2_2,sOcG_R_2_2,EXACT_BRAINNETOME_XREF,ALIGNED
211,Amyg_L_2_1,"Amyg, Amygdala",medial amygdala,left,NGIQ-BR-00000215,"Left Amygdala, Brainnetome 2_1",左侧杏仁核（Brainnetome 2-1）,Amg_L_2_1,Amg_L_2_1,EXACT_BRAINNETOME_XREF,ALIGNED
212,Amyg_R_2_1,"Amyg, Amygdala",medial amygdala,right,NGIQ-BR-00000216,"Right Amygdala, Brainnetome 2_1",右侧杏仁核（Brainnetome 2-1）,Amg_R_2_1,Amg_R_2_1,EXACT_BRAINNETOME_XREF,ALIGNED
213,Amyg_L_2_2,"Amyg, Amygdala",lateral amygdala,left,NGIQ-BR-00000217,"Left Amygdala, Brainnetome 2_2",左侧杏仁核（Brainnetome 2-2）,Amg_L_2_2,Amg_L_2_2,EXACT_BRAINNETOME_XREF,ALIGNED
214,Amyg_R_2_2,"Amyg, Amygdala",lateral amygdala,right,NGIQ-BR-00000218,"Right Amygdala, Brainnetome 2_2",右侧杏仁核（Brainnetome 2-2）,Amg_R_2_2,Amg_R_2_2,EXACT_BRAINNETOME_XREF,ALIGNED
215,Hipp_L_2_1,"Hipp, Hippocampus",rostral hippocampus,left,NGIQ-BR-00000017,"Left Hippocampus, Brainnetome 2_1",左侧海马（Brainnetome 2-1）,Hipp_L_2_1,Hipp_L_2_1,EXACT_BRAINNETOME_XREF,ALIGNED
216,Hipp_R_2_1,"Hipp, Hippocampus",rostral hippocampus,right,NGIQ-BR-00000018,"Right Hippocampus, Brainnetome 2_1",右侧海马（Brainnetome 2-1）,Hipp_R_2_1,Hipp_R_2_1,EXACT_BRAINNETOME_XREF,ALIGNED
217,Hipp_L_2_2,"Hipp, Hippocampus",caudal hippocampus,left,NGIQ-BR-00000219,"Left Hippocampus, Brainnetome 2_2",左侧海马（Brainnetome 2-2）,Hipp_L_2_2,Hipp_L_2_2,EXACT_BRAINNETOME_XREF,ALIGNED
218,Hipp_R_2_2,"Hipp, Hippocampus",caudal hippocampus,right,NGIQ-BR-00000220,"Right Hippocampus, Brainnetome 2_2",右侧海马（Brainnetome 2-2）,Hipp_R_2_2,Hipp_R_2_2,EXACT_BRAINNETOME_XREF,ALIGNED
219,BG_L_6_1,"BG, Basal ganglia",ventral caudate,left,NGIQ-BR-00000019,"Left Striatum (basal ganglia), Brainnetome 6_1",左侧纹状体（Brainnetome 6-1）,Str_L_6_1,Str_L_6_1,EXACT_BRAINNETOME_XREF,ALIGNED
220,BG_R_6_1,"BG, Basal ganglia",ventral caudate,right,NGIQ-BR-00000221,"Right Striatum (basal ganglia), Brainnetome 6_1",右侧纹状体（Brainnetome 6-1）,Str_R_6_1,Str_R_6_1,EXACT_BRAINNETOME_XREF,ALIGNED
221,BG_L_6_2,"BG, Basal ganglia",globus pallidus,left,NGIQ-BR-00000222,"Left Striatum (basal ganglia), Brainnetome 6_2",左侧纹状体（Brainnetome 6-2）,Str_L_6_2,Str_L_6_2,EXACT_BRAINNETOME_XREF,ALIGNED
222,BG_R_6_2,"BG, Basal ganglia",globus pallidus,right,NGIQ-BR-00000223,"Right Striatum (basal ganglia), Brainnetome 6_2",右侧纹状体（Brainnetome 6-2）,Str_R_6_2,Str_R_6_2,EXACT_BRAINNETOME_XREF,ALIGNED
223,BG_L_6_3,"BG, Basal ganglia",nucleus accumbens,left,NGIQ-BR-00000224,"Left Striatum (basal ganglia), Brainnetome 6_3",左侧纹状体（Brainnetome 6-3）,Str_L_6_3,Str_L_6_3,EXACT_BRAINNETOME_XREF,ALIGNED
224,BG_R_6_3,"BG, Basal ganglia",nucleus accumbens,right,NGIQ-BR-00000225,"Right Striatum (basal ganglia), Brainnetome 6_3",右侧纹状体（Brainnetome 6-3）,Str_R_6_3,Str_R_6_3,EXACT_BRAINNETOME_XREF,ALIGNED
225,BG_L_6_4,"BG, Basal ganglia",ventromedial putamen,left,NGIQ-BR-00000226,"Left Striatum (basal ganglia), Brainnetome 6_4",左侧纹状体（Brainnetome 6-4）,Str_L_6_4,Str_L_6_4,EXACT_BRAINNETOME_XREF,ALIGNED
226,BG_R_6_4,"BG, Basal ganglia",ventromedial putamen,right,NGIQ-BR-00000227,"Right Striatum (basal ganglia), Brainnetome 6_4",右侧纹状体（Brainnetome 6-4）,Str_R_6_4,Str_R_6_4,EXACT_BRAINNETOME_XREF,ALIGNED
227,BG_L_6_5,"BG, Basal ganglia",dorsal caudate,left,NGIQ-BR-00000228,"Left Striatum (basal ganglia), Brainnetome 6_5",左侧纹状体（Brainnetome 6-5）,Str_L_6_5,Str_L_6_5,EXACT_BRAINNETOME_XREF,ALIGNED
228,BG_R_6_5,"BG, Basal ganglia",dorsal caudate,right,NGIQ-BR-00000229,"Right Striatum (basal ganglia), Brainnetome 6_5",右侧纹状体（Brainnetome 6-5）,Str_R_6_5,Str_R_6_5,EXACT_BRAINNETOME_XREF,ALIGNED
229,BG_L_6_6,"BG, Basal ganglia",dorsolateral putamen,left,NGIQ-BR-00000230,"Left Striatum (basal ganglia), Brainnetome 6_6",左侧纹状体（Brainnetome 6-6）,Str_L_6_6,Str_L_6_6,EXACT_BRAINNETOME_XREF,ALIGNED
230,BG_R_6_6,"BG, Basal ganglia",dorsolateral putamen,right,NGIQ-BR-00000231,"Right Striatum (basal ganglia), Brainnetome 6_6",右侧纹状体（Brainnetome 6-6）,Str_R_6_6,Str_R_6_6,EXACT_BRAINNETOME_XREF,ALIGNED
231,Tha_L_8_1,"Tha, Thalamus",medial pre-frontal thalamus,left,NGIQ-BR-00000020,"Left Thalamus, Brainnetome 8_1",左侧丘脑（Brainnetome 8-1）,Th_L_8_1,Th_L_8_1,EXACT_BRAINNETOME_XREF,ALIGNED
232,Tha_R_8_1,"Tha, Thalamus",medial pre-frontal thalamus,right,NGIQ-BR-00000232,"Right Thalamus, Brainnetome 8_1",右侧丘脑（Brainnetome 8-1）,Th_R_8_1,Th_R_8_1,EXACT_BRAINNETOME_XREF,ALIGNED
233,Tha_L_8_2,"Tha, Thalamus",pre-motor thalamus,left,NGIQ-BR-00000233,"Left Thalamus, Brainnetome 8_2",左侧丘脑（Brainnetome 8-2）,Th_L_8_2,Th_L_8_2,EXACT_BRAINNETOME_XREF,ALIGNED
234,Tha_R_8_2,"Tha, Thalamus",pre-motor thalamus,right,NGIQ-BR-00000234,"Right Thalamus, Brainnetome 8_2",右侧丘脑（Brainnetome 8-2）,Th_R_8_2,Th_R_8_2,EXACT_BRAINNETOME_XREF,ALIGNED
235,Tha_L_8_3,"Tha, Thalamus",sensory thalamus,left,NGIQ-BR-00000235,"Left Thalamus, Brainnetome 8_3",左侧丘脑（Brainnetome 8-3）,Th_L_8_3,Th_L_8_3,EXACT_BRAINNETOME_XREF,ALIGNED
236,Tha_R_8_3,"Tha, Thalamus",sensory thalamus,right,NGIQ-BR-00000236,"Right Thalamus, Brainnetome 8_3",右侧丘脑（Brainnetome 8-3）,Th_R_8_3,Th_R_8_3,EXACT_BRAINNETOME_XREF,ALIGNED
237,Tha_L_8_4,"Tha, Thalamus",rostral temporal thalamus,left,NGIQ-BR-00000237,"Left Thalamus, Brainnetome 8_4",左侧丘脑（Brainnetome 8-4）,Th_L_8_4,Th_L_8_4,EXACT_BRAINNETOME_XREF,ALIGNED
238,Tha_R_8_4,"Tha, Thalamus",rostral temporal thalamus,right,NGIQ-BR-00000238,"Right Thalamus, Brainnetome 8_4",右侧丘脑（Brainnetome 8-4）,Th_R_8_4,Th_R_8_4,EXACT_BRAINNETOME_XREF,ALIGNED
239,Tha_L_8_5,"Tha, Thalamus",posterior parietal thalamus,left,NGIQ-BR-00000239,"Left Thalamus, Brainnetome 8_5",左侧丘脑（Brainnetome 8-5）,Th_L_8_5,Th_L_8_5,EXACT_BRAINNETOME_XREF,ALIGNED
240,Tha_R_8_5,"Tha, Thalamus",posterior parietal thalamus,right,NGIQ-BR-00000240,"Right Thalamus, Brainnetome 8_5",右侧丘脑（Brainnetome 8-5）,Th_R_8_5,Th_R_8_5,EXACT_BRAINNETOME_XREF,ALIGNED
241,Tha_L_8_6,"Tha, Thalamus",occipital thalamus,left,NGIQ-BR-00000241,"Left Thalamus, Brainnetome 8_6",左侧丘脑（Brainnetome 8-6）,Th_L_8_6,Th_L_8_6,EXACT_BRAINNETOME_XREF,ALIGNED
242,Tha_R_8_6,"Tha, Thalamus",occipital thalamus,right,NGIQ-BR-00000242,"Right Thalamus, Brainnetome 8_6",右侧丘脑（Brainnetome 8-6）,Th_R_8_6,Th_R_8_6,EXACT_BRAINNETOME_XREF,ALIGNED
243,Tha_L_8_7,"Tha, Thalamus",caudal temporal thalamus,left,NGIQ-BR-00000243,"Left Thalamus, Brainnetome 8_7",左侧丘脑（Brainnetome 8-7）,Th_L_8_7,Th_L_8_7,EXACT_BRAINNETOME_XREF,ALIGNED
244,Tha_R_8_7,"Tha, Thalamus",caudal temporal thalamus,right,NGIQ-BR-00000244,"Right Thalamus, Brainnetome 8_7",右侧丘脑（Brainnetome 8-7）,Th_R_8_7,Th_R_8_7,EXACT_BRAINNETOME_XREF,ALIGNED
245,Tha_L_8_8,"Tha, Thalamus",lateral pre-frontal thalamus,left,NGIQ-BR-00000245,"Left Thalamus, Brainnetome 8_8",左侧丘脑（Brainnetome 8-8）,Th_L_8_8,Th_L_8_8,EXACT_BRAINNETOME_XREF,ALIGNED
246,Tha_R_8_8,"Tha, Thalamus",lateral pre-frontal thalamus,right,NGIQ-BR-00000246,"Right Thalamus, Brainnetome 8_8",右侧丘脑（Brainnetome 8-8）,Th_R_8_8,Th_R_8_8,EXACT_BRAINNETOME_XREF,ALIGNED
