canonical_g4_id,canonical_g4_name,hemisphere,spatial_component_id,relation,target_g3_id,target_coverage,source_pp_top1_g4_weighted,source_hard_total_bna_coverage,source_bna_uncovered_fraction,decision_reason_code,future_rollup_eligible,future_primary_rollup,decision_policy_version,preliminary_relation_status
NGIQ-BR-00000608,Area FG4 (FusG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG4_FUSG,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000119,0.655906,0.39305414,0.95258752,0.04741248,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000607,Area FG4 (FusG) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG4_FUSG,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000120,0.662722,0.45706085,0.98066376,0.01933624,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000600,Area FG5 (FusG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG5_FUSG,PARTIAL_OVERLAP,NGIQ-BR-00000101,0.319009,0.3833858,0.99003118,0.00996882,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000600,Area FG5 (FusG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG5_FUSG,PARTIAL_OVERLAP,NGIQ-BR-00000115,0.451357,0.3833858,0.99003118,0.00996882,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000600,Area FG5 (FusG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG5_FUSG,PARTIAL_OVERLAP,NGIQ-BR-00000119,0.1904,0.3833858,0.99003118,0.00996882,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000599,Area FG5 (FusG) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG5_FUSG,APPROVE_CONTAINED_IN,NGIQ-BR-00000116,0.846796,0.52176997,0.9796571,0.0203429,CONTAINED_CRITERIA_V1,True,True,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000464,Area Fo1 (OFC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO1_OFC,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000063,0.697537,0.4671995,0.91928625,0.08071375,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000463,Area Fo1 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO1_OFC,PARTIAL_OVERLAP,NGIQ-BR-00000062,0.195861,0.34233693,0.91192794,0.08807206,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000463,Area Fo1 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO1_OFC,PARTIAL_OVERLAP,NGIQ-BR-00000064,0.300864,0.34233693,0.91192794,0.08807206,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000463,Area Fo1 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO1_OFC,PARTIAL_OVERLAP,NGIQ-BR-00000066,0.414535,0.34233693,0.91192794,0.08807206,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000468,Area Fo2 (OFC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO2_OFC,APPROVE_CONTAINED_IN,NGIQ-BR-00000065,0.819056,0.65844168,0.85439618,0.14560382,CONTAINED_CRITERIA_V1,True,True,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000467,Area Fo2 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO2_OFC,APPROVE_CONTAINED_IN,NGIQ-BR-00000066,0.83293,0.67015851,0.8833743,0.1166257,CONTAINED_CRITERIA_V1,True,True,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000466,Area Fo3 (OFC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO3_OFC,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000061,0.789546,0.59343932,0.92996467,0.07003533,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000465,Area Fo3 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO3_OFC,APPROVE_CONTAINED_IN,NGIQ-BR-00000062,0.858468,0.69123894,0.93779435,0.06220565,CONTAINED_CRITERIA_V1,True,True,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000536,Area Fo4 (OFC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO4_OFC,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000061,0.576121,0.42813374,0.9634096,0.0365904,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000535,Area Fo4 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO4_OFC,PARTIAL_OVERLAP,NGIQ-BR-00000046,0.395859,0.36849425,0.92819137,0.07180863,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000535,Area Fo4 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO4_OFC,PARTIAL_OVERLAP,NGIQ-BR-00000060,0.224643,0.36849425,0.92819137,0.07180863,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000535,Area Fo4 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO4_OFC,PARTIAL_OVERLAP,NGIQ-BR-00000062,0.306957,0.36849425,0.92819137,0.07180863,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000532,Area Fo5 (OFC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO5_OFC,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000045,0.576504,0.47353033,0.98427538,0.01572462,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000531,Area Fo5 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO5_OFC,PARTIAL_OVERLAP,NGIQ-BR-00000046,0.425096,0.38121001,0.98075841,0.01924159,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000531,Area Fo5 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO5_OFC,PARTIAL_OVERLAP,NGIQ-BR-00000060,0.193642,0.38121001,0.98075841,0.01924159,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000530,Area Fo6 (OFC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO6_OFC,PARTIAL_OVERLAP,NGIQ-BR-00000059,0.376733,0.36839011,0.97851663,0.02148337,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000530,Area Fo6 (OFC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO6_OFC,PARTIAL_OVERLAP,NGIQ-BR-00000067,0.449471,0.36839011,0.97851663,0.02148337,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000529,Area Fo6 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO6_OFC,PARTIAL_OVERLAP,NGIQ-BR-00000060,0.454436,0.40153353,0.97242631,0.02757369,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000529,Area Fo6 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO6_OFC,PARTIAL_OVERLAP,NGIQ-BR-00000068,0.368299,0.40153353,0.97242631,0.02757369,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000534,Area Fo7 (OFC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO7_OFC,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000059,0.549421,0.44321586,0.85630301,0.14369699,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000533,Area Fo7 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO7_OFC,PARTIAL_OVERLAP,NGIQ-BR-00000060,0.484197,0.40570532,0.86434004,0.13565996,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000533,Area Fo7 (OFC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO7_OFC,PARTIAL_OVERLAP,NGIQ-BR-00000062,0.3554,0.40570532,0.86434004,0.13565996,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000458,Area Fp1 (FPole) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP1_FPOLE,PARTIAL_OVERLAP,NGIQ-BR-00000031,0.172022,0.40513104,0.95825744,0.04174256,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000458,Area Fp1 (FPole) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP1_FPOLE,PARTIAL_OVERLAP,NGIQ-BR-00000045,0.453153,0.40513104,0.95825744,0.04174256,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000457,Area Fp1 (FPole) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP1_FPOLE,PARTIAL_OVERLAP,NGIQ-BR-00000046,0.49564,0.44777521,0.96508543,0.03491457,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000457,Area Fp1 (FPole) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP1_FPOLE,PARTIAL_OVERLAP,NGIQ-BR-00000064,0.238495,0.44777521,0.96508543,0.03491457,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000460,Area Fp2 (FPole) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP2_FPOLE,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000057,0.521592,0.44972668,0.95261903,0.04738097,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000459,Area Fp2 (FPole) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP2_FPOLE,PARTIAL_OVERLAP,NGIQ-BR-00000032,0.417129,0.38786618,0.96116126,0.03883874,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000459,Area Fp2 (FPole) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP2_FPOLE,PARTIAL_OVERLAP,NGIQ-BR-00000058,0.299574,0.38786618,0.96116126,0.03883874,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000459,Area Fp2 (FPole) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP2_FPOLE,PARTIAL_OVERLAP,NGIQ-BR-00000064,0.244288,0.38786618,0.96116126,0.03883874,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000434,Area hIP2 (IPS) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP2_IPS,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000147,0.629168,0.50386595,0.87511286,0.12488714,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000433,Area hIP2 (IPS) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP2_IPS,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000148,0.766389,0.566582,0.89281886,0.10718114,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000432,Area hIP3 (IPS) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP3_IPS,PARTIAL_OVERLAP,NGIQ-BR-00000139,0.375087,0.38496739,0.84460726,0.15539274,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000432,Area hIP3 (IPS) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP3_IPS,PARTIAL_OVERLAP,NGIQ-BR-00000143,0.241949,0.38496739,0.84460726,0.15539274,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000436,Area hIP4 (IPS) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP4_IPS,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000011,0.519572,0.48200825,0.89253133,0.10746867,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000435,Area hIP4 (IPS) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP4_IPS,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000012,0.570972,0.44853404,0.93917052,0.06082948,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000437,Area hIP5 (IPS) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP5_IPS,PARTIAL_OVERLAP,NGIQ-BR-00000146,0.397059,0.33190946,0.74020741,0.25979259,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000437,Area hIP5 (IPS) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP5_IPS,PARTIAL_OVERLAP,NGIQ-BR-00000214,0.272723,0.33190946,0.74020741,0.25979259,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000440,Area hIP6 (IPS) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP6_IPS,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000145,0.52715,0.35908808,0.96208544,0.03791456,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000439,Area hIP6 (IPS) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP6_IPS,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000146,0.718459,0.4394089,0.89761823,0.10238177,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000430,Area hIP7 (IPS) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP7_IPS,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000213,0.573723,0.43864375,0.83501679,0.16498321,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000429,Area hIP7 (IPS) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP7_IPS,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000214,0.507261,0.41093952,0.84349409,0.15650591,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000442,Area hIP8 (IPS) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP8_IPS,PARTIAL_OVERLAP,NGIQ-BR-00000137,0.292888,0.31096139,0.8324544,0.1675456,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000442,Area hIP8 (IPS) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP8_IPS,PARTIAL_OVERLAP,NGIQ-BR-00000213,0.372912,0.31096139,0.8324544,0.1675456,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000441,Area hIP8 (IPS) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP8_IPS,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000214,0.593477,0.40274007,0.82505282,0.17494718,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000620,Area hOc3d (Cuneus) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS,PARTIAL_OVERLAP,NGIQ-BR-00000207,0.249134,0.32887095,0.947552,0.052448,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000620,Area hOc3d (Cuneus) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS,PARTIAL_OVERLAP,NGIQ-BR-00000211,0.370458,0.32887095,0.947552,0.052448,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000622,Area hOc3v (LingG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG,PARTIAL_OVERLAP,NGIQ-BR-00000015,0.266999,0.23878104,0.94067842,0.05932158,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000622,Area hOc3v (LingG) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG,PARTIAL_OVERLAP,NGIQ-BR-00000209,0.34341,0.23878104,0.94067842,0.05932158,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000621,Area hOc3v (LingG) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG,PARTIAL_OVERLAP,NGIQ-BR-00000200,0.222731,0.35442752,0.96784359,0.03215641,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000621,Area hOc3v (LingG) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG,PARTIAL_OVERLAP,NGIQ-BR-00000210,0.454678,0.35442752,0.96784359,0.03215641,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000618,Area hOc4d (Cuneus) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS,PARTIAL_OVERLAP,NGIQ-BR-00000203,0.252973,0.33522659,0.87801432,0.12198568,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000618,Area hOc4d (Cuneus) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS,PARTIAL_OVERLAP,NGIQ-BR-00000211,0.376756,0.33522659,0.87801432,0.12198568,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000617,Area hOc4d (Cuneus) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS,PARTIAL_OVERLAP,NGIQ-BR-00000204,0.219425,0.39626562,0.89843604,0.10156396,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000617,Area hOc4d (Cuneus) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS,PARTIAL_OVERLAP,NGIQ-BR-00000212,0.482788,0.39626562,0.89843604,0.10156396,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000630,Area hOc4la (LOC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC,PARTIAL_OVERLAP,NGIQ-BR-00000205,0.495527,0.43363757,0.97613928,0.02386072,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000630,Area hOc4la (LOC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC,PARTIAL_OVERLAP,NGIQ-BR-00000209,0.246015,0.43363757,0.97613928,0.02386072,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000629,Area hOc4la (LOC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000206,0.613031,0.50452365,0.97975149,0.02024851,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000626,Area hOc4lp (LOC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000203,0.547989,0.43664243,0.97149615,0.02850385,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000625,Area hOc4lp (LOC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000204,0.651161,0.47645881,0.97225885,0.02774115,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000623,Area hOc4v (LingG) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG,PARTIAL_OVERLAP,NGIQ-BR-00000118,0.344352,0.32032217,0.95089099,0.04910901,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000623,Area hOc4v (LingG) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG,PARTIAL_OVERLAP,NGIQ-BR-00000210,0.435248,0.32032217,0.95089099,0.04910901,PARTIAL_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000628,Area hOc5 (LOC) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC,APPROVE_CONTAINED_IN,NGIQ-BR-00000205,0.873199,0.76791711,0.94938803,0.05061197,CONTAINED_CRITERIA_V1,True,True,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000627,Area hOc5 (LOC) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000206,0.703212,0.61074464,0.99956951,0.00043049,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000616,Area hOc6 (POS) left,left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000201,0.608216,0.51623507,0.7478027,0.2521973,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
NGIQ-BR-00000615,Area hOc6 (POS) right,right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000202,0.512972,0.57919333,0.81111846,0.18888154,DOMINANT_CRITERIA_V1,False,False,G4_G3_SCIENTIFIC_POLICY_V1,PENDING_OWNER_REVIEW
