component_index,parcel_id,lut_name,official_hemisphere_code,hemisphere,canonical_g3_id,canonical_name,asset_file,asset_sha256,alignment_method,alignment_status
185,185,A23c_L,CG_L_7_6,left,NGIQ-BR-00000191,CG_L_7_6,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
186,186,A23c_R,CG_R_7_6,right,NGIQ-BR-00000192,CG_R_7_6,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
187,187,A32sg_L,CG_L_7_7,left,NGIQ-BR-00000193,CG_L_7_7,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
188,188,A32sg_R,CG_R_7_7,right,NGIQ-BR-00000194,CG_R_7_7,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
189,189,cLinG_L,MVOcC_L_5_1,left,NGIQ-BR-00000015,Cun_L_5_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
190,190,cLinG_R,MVOcC_R_5_1,right,NGIQ-BR-00000016,Cun_R_5_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
191,191,rCunG_L,MVOcC_L_5_2,left,NGIQ-BR-00000195,Cun_L_5_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
192,192,rCunG_R,MVOcC_R_5_2,right,NGIQ-BR-00000196,Cun_R_5_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
193,193,cCunG_L,MVOcC_L_5_3,left,NGIQ-BR-00000197,Cun_L_5_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
194,194,cCunG_R,MVOcC_R_5_3,right,NGIQ-BR-00000198,Cun_R_5_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
195,195,rLinG_L,MVOcC_L_5_4,left,NGIQ-BR-00000199,Cun_L_5_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
196,196,rLinG_R,MVOcC_R_5_4,right,NGIQ-BR-00000200,Cun_R_5_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
197,197,vmPOS_L,MVOcC_L_5_5,left,NGIQ-BR-00000201,Cun_L_5_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
198,198,vmPOS_R,MVOcC_R_5_5,right,NGIQ-BR-00000202,Cun_R_5_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
199,199,mOccG_L,LOcC_L_4_1,left,NGIQ-BR-00000203,OcG_L_4_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
200,200,mOccG_R,LOcC_R_4_1,right,NGIQ-BR-00000204,OcG_R_4_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
201,201,V5/MT+_L,LOcC_L_4_2,left,NGIQ-BR-00000205,OcG_L_4_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
202,202,V5/MT+_R,LOcC_R_4_2,right,NGIQ-BR-00000206,OcG_R_4_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
203,203,OPC_L,LOcC_L_4_3,left,NGIQ-BR-00000207,OcG_L_4_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
204,204,OPC_R,LOcC_R_4_3,right,NGIQ-BR-00000208,OcG_R_4_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
205,205,iOccG_L,LOcC_L_4_4,left,NGIQ-BR-00000209,OcG_L_4_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
206,206,iOccG_R,LOcC_R_4_4,right,NGIQ-BR-00000210,OcG_R_4_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
207,207,msOccG_L,LOcC_L_2_1,left,NGIQ-BR-00000211,sOcG_L_2_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
208,208,msOccG_R,LOcC_R_2_1,right,NGIQ-BR-00000212,sOcG_R_2_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
209,209,lsOccG_L,LOcC_L_2_2,left,NGIQ-BR-00000213,sOcG_L_2_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
210,210,lsOccG_R,LOcC_R_2_2,right,NGIQ-BR-00000214,sOcG_R_2_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
211,211,mAmyg_L,Amyg_L_2_1,left,NGIQ-BR-00000215,Amg_L_2_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
212,212,mAmyg_R,Amyg_R_2_1,right,NGIQ-BR-00000216,Amg_R_2_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
213,213,lAmyg_L,Amyg_L_2_2,left,NGIQ-BR-00000217,Amg_L_2_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
214,214,lAmyg_R,Amyg_R_2_2,right,NGIQ-BR-00000218,Amg_R_2_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
215,215,rHipp_L,Hipp_L_2_1,left,NGIQ-BR-00000017,Hipp_L_2_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
216,216,rHipp_R,Hipp_R_2_1,right,NGIQ-BR-00000018,Hipp_R_2_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
217,217,cHipp_L,Hipp_L_2_2,left,NGIQ-BR-00000219,Hipp_L_2_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
218,218,cHipp_R,Hipp_R_2_2,right,NGIQ-BR-00000220,Hipp_R_2_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
219,219,vCa_L,BG_L_6_1,left,NGIQ-BR-00000019,Str_L_6_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
220,220,vCa_R,BG_R_6_1,right,NGIQ-BR-00000221,Str_R_6_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
221,221,GP_L,BG_L_6_2,left,NGIQ-BR-00000222,Str_L_6_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
222,222,GP_R,BG_R_6_2,right,NGIQ-BR-00000223,Str_R_6_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
223,223,NAC_L,BG_L_6_3,left,NGIQ-BR-00000224,Str_L_6_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
224,224,NAC_R,BG_R_6_3,right,NGIQ-BR-00000225,Str_R_6_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
225,225,vmPu_L,BG_L_6_4,left,NGIQ-BR-00000226,Str_L_6_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
226,226,vmPu_R,BG_R_6_4,right,NGIQ-BR-00000227,Str_R_6_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
227,227,dCa_L,BG_L_6_5,left,NGIQ-BR-00000228,Str_L_6_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
228,228,dCa_R,BG_R_6_5,right,NGIQ-BR-00000229,Str_R_6_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
229,229,dlPu_L,BG_L_6_6,left,NGIQ-BR-00000230,Str_L_6_6,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
230,230,dlPu_R,BG_R_6_6,right,NGIQ-BR-00000231,Str_R_6_6,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
231,231,mPFtha_L,Tha_L_8_1,left,NGIQ-BR-00000020,Th_L_8_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
232,232,mPFtha_R,Tha_R_8_1,right,NGIQ-BR-00000232,Th_R_8_1,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
233,233,mPMtha_L,Tha_L_8_2,left,NGIQ-BR-00000233,Th_L_8_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
234,234,mPMtha_R,Tha_R_8_2,right,NGIQ-BR-00000234,Th_R_8_2,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
235,235,Stha_L,Tha_L_8_3,left,NGIQ-BR-00000235,Th_L_8_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
236,236,Stha_R,Tha_R_8_3,right,NGIQ-BR-00000236,Th_R_8_3,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
237,237,rTtha_L,Tha_L_8_4,left,NGIQ-BR-00000237,Th_L_8_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
238,238,rTtha_R,Tha_R_8_4,right,NGIQ-BR-00000238,Th_R_8_4,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
239,239,PPtha_L,Tha_L_8_5,left,NGIQ-BR-00000239,Th_L_8_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
240,240,PPtha_R,Tha_R_8_5,right,NGIQ-BR-00000240,Th_R_8_5,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
241,241,Otha_L,Tha_L_8_6,left,NGIQ-BR-00000241,Th_L_8_6,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
242,242,Otha_R,Tha_R_8_6,right,NGIQ-BR-00000242,Th_R_8_6,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
243,243,cTtha_L,Tha_L_8_7,left,NGIQ-BR-00000243,Th_L_8_7,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
244,244,cTtha_R,Tha_R_8_7,right,NGIQ-BR-00000244,Th_R_8_7,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
245,245,lPFtha_L,Tha_L_8_8,left,NGIQ-BR-00000245,Th_L_8_8,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
246,246,lPFtha_R,Tha_R_8_8,right,NGIQ-BR-00000246,Th_R_8_8,BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,DETERMINISTIC_LUT_INDEX==PARCEL_ID==CANONICAL,ALIGNED
