candidate_id,source_region_pk,source_entity_id,source_name,source_granularity_level,source_hemisphere,target_region_pk,target_entity_id,target_name,target_granularity_level,target_hemisphere,mapping_relation,mapping_method,source_coverage_ratio,target_coverage_ratio,spatial_overlap_ratio,mapping_confidence,scientific_rollup_eligible,proposed_record_status,proposed_review_status,proposed_rollup_eligible,proposed_is_primary_rollup,scientific_decision,decision_reason_code,semantic_compatibility_status,review_note,provenance_json
G4G3-STAGE-C308186333F2BF78D128,1408,NGIQ-BR-00000525,Area 8d1 (SFG) right,G4_MICROSTRUCTURAL_FINE,right,6,NGIQ-BR-00000002,"Right Superior frontal gyrus, Brainnetome 7_1",G3_MESO_FINE,right,partial_overlap,spatial_overlap,0.22928,0.037358,,,False,proposed,pending,FALSE,FALSE,PARTIAL_OVERLAP,OWNER_CONFIRMED_PARTIAL,,,"{""brainnetome_probability_asset"": ""data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz"", ""decision_artifact"": ""g4_g3_final_scientific_decisions.csv"", ""decision_reason_code"": ""OWNER_CONFIRMED_PARTIAL"", ""evidence_2g_probability_overlap"": ""g4_g3_probability_overlap_summary.json"", ""evidence_2h_interpretation"": ""g4_g3_overlap_interpretation_profiles.csv"", ""evidence_2ia_policy"": ""g4_g3_scientific_decision_policy_v1.csv"", ""evidence_2ib_owner_revision"": ""g4_g3_owner_policy_revision_v1.csv"", ""evidence_2ic_final_decision"": ""g4_g3_final_scientific_decision_summary.json"", ""expert_approved"": false, ""final_scientific_policy"": ""G4_G3_FINAL_SCIENTIFIC_POLICY_V1"", ""human_reviewed"": false, ""julich_probability_asset"": ""data/atlases/julich/v3.1/spatial_raw/probability_maps/"", ""julich_spatial_component_asset"": ""AREA_8D1_SFG_RIGHT.nii.gz"", ""julich_spatial_component_id"": ""JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8D1_SFG"", ""mapping_method_field"": ""spatial_overlap"", ""owner_scientific_review_status"": ""OWNER_SCIENTIFIC_REVIEWED"", ""phase"": ""G4_G3_MAPPING_CANDIDATE_STAGING_V1"", ""production_review_status"": ""pending"", ""relation_artifact"": ""g4_g3_final_relation_decisions.csv"", ""scientific_method"": ""Julich probability x Brainnetome probability + TemplateFlow nonlinear transform + probability-weighted overlap + hard-label auxiliary containment + owner scientific review"", ""semantic_compatibility_status"": null, ""source_canonical_g4_id"": ""NGIQ-BR-00000525"", ""source_coverage_ratio"": 0.22927971247936613, ""target_canonical_g3_id"": ""NGIQ-BR-00000002"", ""target_coverage_ratio"": 0.03735755331142727, ""transform_provenance"": ""data/atlases/templateflow_ref (MNI152NLin2009cAsym_from-MNI152NLin6Asym)""}"
G4G3-STAGE-7AC4B88D5005076FFCB9,1411,NGIQ-BR-00000526,Area 8d1 (SFG) left,G4_MICROSTRUCTURAL_FINE,left,63,NGIQ-BR-00000021,"Left Superior frontal gyrus, Brainnetome 7_2",G3_MESO_FINE,left,dominant_overlap,spatial_overlap,0.661139,0.082036,,,False,proposed,pending,FALSE,FALSE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,,,"{""brainnetome_probability_asset"": ""data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz"", ""decision_artifact"": ""g4_g3_final_scientific_decisions.csv"", ""decision_reason_code"": ""DOMINANT_CRITERIA_V1"", ""evidence_2g_probability_overlap"": ""g4_g3_probability_overlap_summary.json"", ""evidence_2h_interpretation"": ""g4_g3_overlap_interpretation_profiles.csv"", ""evidence_2ia_policy"": ""g4_g3_scientific_decision_policy_v1.csv"", ""evidence_2ib_owner_revision"": ""g4_g3_owner_policy_revision_v1.csv"", ""evidence_2ic_final_decision"": ""g4_g3_final_scientific_decision_summary.json"", ""expert_approved"": false, ""final_scientific_policy"": ""G4_G3_FINAL_SCIENTIFIC_POLICY_V1"", ""human_reviewed"": false, ""julich_probability_asset"": ""data/atlases/julich/v3.1/spatial_raw/probability_maps/"", ""julich_spatial_component_asset"": ""AREA_8D1_SFG_LEFT.nii.gz"", ""julich_spatial_component_id"": ""JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8D1_SFG"", ""mapping_method_field"": ""spatial_overlap"", ""owner_scientific_review_status"": ""OWNER_SCIENTIFIC_REVIEWED"", ""phase"": ""G4_G3_MAPPING_CANDIDATE_STAGING_V1"", ""production_review_status"": ""pending"", ""relation_artifact"": ""g4_g3_final_relation_decisions.csv"", ""scientific_method"": ""Julich probability x Brainnetome probability + TemplateFlow nonlinear transform + probability-weighted overlap + hard-label auxiliary containment + owner scientific review"", ""semantic_compatibility_status"": null, ""source_canonical_g4_id"": ""NGIQ-BR-00000526"", ""source_coverage_ratio"": 0.6611391111310772, ""target_canonical_g3_id"": ""NGIQ-BR-00000021"", ""target_coverage_ratio"": 0.08203620178351279, ""transform_provenance"": ""data/atlases/templateflow_ref (MNI152NLin2009cAsym_from-MNI152NLin6Asym)""}"
G4G3-STAGE-B4C778FC4BE57CCEF133,1414,NGIQ-BR-00000527,Area SFG4 (SFG) right,G4_MICROSTRUCTURAL_FINE,right,102,NGIQ-BR-00000034,"Right Middle frontal gyrus, Brainnetome 7_1",G3_MESO_FINE,right,dominant_overlap,spatial_overlap,0.767526,0.095318,,,False,proposed,pending,FALSE,FALSE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,,,"{""brainnetome_probability_asset"": ""data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz"", ""decision_artifact"": ""g4_g3_final_scientific_decisions.csv"", ""decision_reason_code"": ""DOMINANT_CRITERIA_V1"", ""evidence_2g_probability_overlap"": ""g4_g3_probability_overlap_summary.json"", ""evidence_2h_interpretation"": ""g4_g3_overlap_interpretation_profiles.csv"", ""evidence_2ia_policy"": ""g4_g3_scientific_decision_policy_v1.csv"", ""evidence_2ib_owner_revision"": ""g4_g3_owner_policy_revision_v1.csv"", ""evidence_2ic_final_decision"": ""g4_g3_final_scientific_decision_summary.json"", ""expert_approved"": false, ""final_scientific_policy"": ""G4_G3_FINAL_SCIENTIFIC_POLICY_V1"", ""human_reviewed"": false, ""julich_probability_asset"": ""data/atlases/julich/v3.1/spatial_raw/probability_maps/"", ""julich_spatial_component_asset"": ""AREA_SFG4_SFG_RIGHT.nii.gz"", ""julich_spatial_component_id"": ""JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG4_SFG"", ""mapping_method_field"": ""spatial_overlap"", ""owner_scientific_review_status"": ""OWNER_SCIENTIFIC_REVIEWED"", ""phase"": ""G4_G3_MAPPING_CANDIDATE_STAGING_V1"", ""production_review_status"": ""pending"", ""relation_artifact"": ""g4_g3_final_relation_decisions.csv"", ""scientific_method"": ""Julich probability x Brainnetome probability + TemplateFlow nonlinear transform + probability-weighted overlap + hard-label auxiliary containment + owner scientific review"", ""semantic_compatibility_status"": null, ""source_canonical_g4_id"": ""NGIQ-BR-00000527"", ""source_coverage_ratio"": 0.767525894527434, ""target_canonical_g3_id"": ""NGIQ-BR-00000034"", ""target_coverage_ratio"": 0.09531758132059426, ""transform_provenance"": ""data/atlases/templateflow_ref (MNI152NLin2009cAsym_from-MNI152NLin6Asym)""}"
G4G3-STAGE-9FCA7C92C542AF3E477E,1417,NGIQ-BR-00000528,Area SFG4 (SFG) left,G4_MICROSTRUCTURAL_FINE,left,99,NGIQ-BR-00000033,"Left Middle frontal gyrus, Brainnetome 7_1",G3_MESO_FINE,left,dominant_overlap,spatial_overlap,0.619468,0.172162,,,False,proposed,pending,FALSE,FALSE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,,,"{""brainnetome_probability_asset"": ""data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz"", ""decision_artifact"": ""g4_g3_final_scientific_decisions.csv"", ""decision_reason_code"": ""DOMINANT_CRITERIA_V1"", ""evidence_2g_probability_overlap"": ""g4_g3_probability_overlap_summary.json"", ""evidence_2h_interpretation"": ""g4_g3_overlap_interpretation_profiles.csv"", ""evidence_2ia_policy"": ""g4_g3_scientific_decision_policy_v1.csv"", ""evidence_2ib_owner_revision"": ""g4_g3_owner_policy_revision_v1.csv"", ""evidence_2ic_final_decision"": ""g4_g3_final_scientific_decision_summary.json"", ""expert_approved"": false, ""final_scientific_policy"": ""G4_G3_FINAL_SCIENTIFIC_POLICY_V1"", ""human_reviewed"": false, ""julich_probability_asset"": ""data/atlases/julich/v3.1/spatial_raw/probability_maps/"", ""julich_spatial_component_asset"": ""AREA_SFG4_SFG_LEFT.nii.gz"", ""julich_spatial_component_id"": ""JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG4_SFG"", ""mapping_method_field"": ""spatial_overlap"", ""owner_scientific_review_status"": ""OWNER_SCIENTIFIC_REVIEWED"", ""phase"": ""G4_G3_MAPPING_CANDIDATE_STAGING_V1"", ""production_review_status"": ""pending"", ""relation_artifact"": ""g4_g3_final_relation_decisions.csv"", ""scientific_method"": ""Julich probability x Brainnetome probability + TemplateFlow nonlinear transform + probability-weighted overlap + hard-label auxiliary containment + owner scientific review"", ""semantic_compatibility_status"": null, ""source_canonical_g4_id"": ""NGIQ-BR-00000528"", ""source_coverage_ratio"": 0.619467908477992, ""target_canonical_g3_id"": ""NGIQ-BR-00000033"", ""target_coverage_ratio"": 0.17216245452929388, ""transform_provenance"": ""data/atlases/templateflow_ref (MNI152NLin2009cAsym_from-MNI152NLin6Asym)""}"
G4G3-STAGE-054599E02BA5C6FE2E17,1420,NGIQ-BR-00000529,Area Fo6 (OFC) right,G4_MICROSTRUCTURAL_FINE,right,180,NGIQ-BR-00000060,"Right Orbital gyrus, Brainnetome 6_2",G3_MESO_FINE,right,partial_overlap,spatial_overlap,0.454436,0.11094,,,False,proposed,pending,FALSE,FALSE,PARTIAL_OVERLAP,OWNER_CONFIRMED_PARTIAL,,,"{""brainnetome_probability_asset"": ""data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz"", ""decision_artifact"": ""g4_g3_final_scientific_decisions.csv"", ""decision_reason_code"": ""OWNER_CONFIRMED_PARTIAL"", ""evidence_2g_probability_overlap"": ""g4_g3_probability_overlap_summary.json"", ""evidence_2h_interpretation"": ""g4_g3_overlap_interpretation_profiles.csv"", ""evidence_2ia_policy"": ""g4_g3_scientific_decision_policy_v1.csv"", ""evidence_2ib_owner_revision"": ""g4_g3_owner_policy_revision_v1.csv"", ""evidence_2ic_final_decision"": ""g4_g3_final_scientific_decision_summary.json"", ""expert_approved"": false, ""final_scientific_policy"": ""G4_G3_FINAL_SCIENTIFIC_POLICY_V1"", ""human_reviewed"": false, ""julich_probability_asset"": ""data/atlases/julich/v3.1/spatial_raw/probability_maps/"", ""julich_spatial_component_asset"": ""AREA_FO6_OFC_RIGHT.nii.gz"", ""julich_spatial_component_id"": ""JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO6_OFC"", ""mapping_method_field"": ""spatial_overlap"", ""owner_scientific_review_status"": ""OWNER_SCIENTIFIC_REVIEWED"", ""phase"": ""G4_G3_MAPPING_CANDIDATE_STAGING_V1"", ""production_review_status"": ""pending"", ""relation_artifact"": ""g4_g3_final_relation_decisions.csv"", ""scientific_method"": ""Julich probability x Brainnetome probability + TemplateFlow nonlinear transform + probability-weighted overlap + hard-label auxiliary containment + owner scientific review"", ""semantic_compatibility_status"": null, ""source_canonical_g4_id"": ""NGIQ-BR-00000529"", ""source_coverage_ratio"": 0.4544358314146492, ""target_canonical_g3_id"": ""NGIQ-BR-00000060"", ""target_coverage_ratio"": 0.11094007837580627, ""transform_provenance"": ""data/atlases/templateflow_ref (MNI152NLin2009cAsym_from-MNI152NLin6Asym)""}"
G4G3-STAGE-E90BB92C172330743F3E,1420,NGIQ-BR-00000529,Area Fo6 (OFC) right,G4_MICROSTRUCTURAL_FINE,right,204,NGIQ-BR-00000068,"Right Orbital gyrus, Brainnetome 6_6",G3_MESO_FINE,right,partial_overlap,spatial_overlap,0.368299,0.138366,,,False,proposed,pending,FALSE,FALSE,PARTIAL_OVERLAP,OWNER_CONFIRMED_PARTIAL,,,"{""brainnetome_probability_asset"": ""data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz"", ""decision_artifact"": ""g4_g3_final_scientific_decisions.csv"", ""decision_reason_code"": ""OWNER_CONFIRMED_PARTIAL"", ""evidence_2g_probability_overlap"": ""g4_g3_probability_overlap_summary.json"", ""evidence_2h_interpretation"": ""g4_g3_overlap_interpretation_profiles.csv"", ""evidence_2ia_policy"": ""g4_g3_scientific_decision_policy_v1.csv"", ""evidence_2ib_owner_revision"": ""g4_g3_owner_policy_revision_v1.csv"", ""evidence_2ic_final_decision"": ""g4_g3_final_scientific_decision_summary.json"", ""expert_approved"": false, ""final_scientific_policy"": ""G4_G3_FINAL_SCIENTIFIC_POLICY_V1"", ""human_reviewed"": false, ""julich_probability_asset"": ""data/atlases/julich/v3.1/spatial_raw/probability_maps/"", ""julich_spatial_component_asset"": ""AREA_FO6_OFC_RIGHT.nii.gz"", ""julich_spatial_component_id"": ""JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO6_OFC"", ""mapping_method_field"": ""spatial_overlap"", ""owner_scientific_review_status"": ""OWNER_SCIENTIFIC_REVIEWED"", ""phase"": ""G4_G3_MAPPING_CANDIDATE_STAGING_V1"", ""production_review_status"": ""pending"", ""relation_artifact"": ""g4_g3_final_relation_decisions.csv"", ""scientific_method"": ""Julich probability x Brainnetome probability + TemplateFlow nonlinear transform + probability-weighted overlap + hard-label auxiliary containment + owner scientific review"", ""semantic_compatibility_status"": null, ""source_canonical_g4_id"": ""NGIQ-BR-00000529"", ""source_coverage_ratio"": 0.36829910834282026, ""target_canonical_g3_id"": ""NGIQ-BR-00000068"", ""target_coverage_ratio"": 0.13836608373438825, ""transform_provenance"": ""data/atlases/templateflow_ref (MNI152NLin2009cAsym_from-MNI152NLin6Asym)""}"
G4G3-STAGE-71BE4163D244F1D0F0AB,1423,NGIQ-BR-00000530,Area Fo6 (OFC) left,G4_MICROSTRUCTURAL_FINE,left,201,NGIQ-BR-00000067,"Left Orbital gyrus, Brainnetome 6_6",G3_MESO_FINE,left,partial_overlap,spatial_overlap,0.449471,0.105862,,,False,proposed,pending,FALSE,FALSE,PARTIAL_OVERLAP,OWNER_CONFIRMED_PARTIAL,,,"{""brainnetome_probability_asset"": ""data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz"", ""decision_artifact"": ""g4_g3_final_scientific_decisions.csv"", ""decision_reason_code"": ""OWNER_CONFIRMED_PARTIAL"", ""evidence_2g_probability_overlap"": ""g4_g3_probability_overlap_summary.json"", ""evidence_2h_interpretation"": ""g4_g3_overlap_interpretation_profiles.csv"", ""evidence_2ia_policy"": ""g4_g3_scientific_decision_policy_v1.csv"", ""evidence_2ib_owner_revision"": ""g4_g3_owner_policy_revision_v1.csv"", ""evidence_2ic_final_decision"": ""g4_g3_final_scientific_decision_summary.json"", ""expert_approved"": false, ""final_scientific_policy"": ""G4_G3_FINAL_SCIENTIFIC_POLICY_V1"", ""human_reviewed"": false, ""julich_probability_asset"": ""data/atlases/julich/v3.1/spatial_raw/probability_maps/"", ""julich_spatial_component_asset"": ""AREA_FO6_OFC_LEFT.nii.gz"", ""julich_spatial_component_id"": ""JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO6_OFC"", ""mapping_method_field"": ""spatial_overlap"", ""owner_scientific_review_status"": ""OWNER_SCIENTIFIC_REVIEWED"", ""phase"": ""G4_G3_MAPPING_CANDIDATE_STAGING_V1"", ""production_review_status"": ""pending"", ""relation_artifact"": ""g4_g3_final_relation_decisions.csv"", ""scientific_method"": ""Julich probability x Brainnetome probability + TemplateFlow nonlinear transform + probability-weighted overlap + hard-label auxiliary containment + owner scientific review"", ""semantic_compatibility_status"": null, ""source_canonical_g4_id"": ""NGIQ-BR-00000530"", ""source_coverage_ratio"": 0.44947099446757227, ""target_canonical_g3_id"": ""NGIQ-BR-00000067"", ""target_coverage_ratio"": 0.10586193068051514, ""transform_provenance"": ""data/atlases/templateflow_ref (MNI152NLin2009cAsym_from-MNI152NLin6Asym)""}"
G4G3-STAGE-E4991AA0DF7EFC027F73,1423,NGIQ-BR-00000530,Area Fo6 (OFC) left,G4_MICROSTRUCTURAL_FINE,left,177,NGIQ-BR-00000059,"Left Orbital gyrus, Brainnetome 6_2",G3_MESO_FINE,left,partial_overlap,spatial_overlap,0.376733,0.076503,,,False,proposed,pending,FALSE,FALSE,PARTIAL_OVERLAP,OWNER_CONFIRMED_PARTIAL,,,"{""brainnetome_probability_asset"": ""data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz"", ""decision_artifact"": ""g4_g3_final_scientific_decisions.csv"", ""decision_reason_code"": ""OWNER_CONFIRMED_PARTIAL"", ""evidence_2g_probability_overlap"": ""g4_g3_probability_overlap_summary.json"", ""evidence_2h_interpretation"": ""g4_g3_overlap_interpretation_profiles.csv"", ""evidence_2ia_policy"": ""g4_g3_scientific_decision_policy_v1.csv"", ""evidence_2ib_owner_revision"": ""g4_g3_owner_policy_revision_v1.csv"", ""evidence_2ic_final_decision"": ""g4_g3_final_scientific_decision_summary.json"", ""expert_approved"": false, ""final_scientific_policy"": ""G4_G3_FINAL_SCIENTIFIC_POLICY_V1"", ""human_reviewed"": false, ""julich_probability_asset"": ""data/atlases/julich/v3.1/spatial_raw/probability_maps/"", ""julich_spatial_component_asset"": ""AREA_FO6_OFC_LEFT.nii.gz"", ""julich_spatial_component_id"": ""JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO6_OFC"", ""mapping_method_field"": ""spatial_overlap"", ""owner_scientific_review_status"": ""OWNER_SCIENTIFIC_REVIEWED"", ""phase"": ""G4_G3_MAPPING_CANDIDATE_STAGING_V1"", ""production_review_status"": ""pending"", ""relation_artifact"": ""g4_g3_final_relation_decisions.csv"", ""scientific_method"": ""Julich probability x Brainnetome probability + TemplateFlow nonlinear transform + probability-weighted overlap + hard-label auxiliary containment + owner scientific review"", ""semantic_compatibility_status"": null, ""source_canonical_g4_id"": ""NGIQ-BR-00000530"", ""source_coverage_ratio"": 0.3767326975233831, ""target_canonical_g3_id"": ""NGIQ-BR-00000059"", ""target_coverage_ratio"": 0.07650330706557074, ""transform_provenance"": ""data/atlases/templateflow_ref (MNI152NLin2009cAsym_from-MNI152NLin6Asym)""}"
G4G3-STAGE-7171AA8D00ABFA64F27E,1426,NGIQ-BR-00000531,Area Fo5 (OFC) right,G4_MICROSTRUCTURAL_FINE,right,138,NGIQ-BR-00000046,"Right Middle frontal gyrus, Brainnetome 7_7",G3_MESO_FINE,right,partial_overlap,spatial_overlap,0.425096,0.040865,,,False,proposed,pending,FALSE,FALSE,PARTIAL_OVERLAP,OWNER_CONFIRMED_PARTIAL,,BOUNDARY_SECOND_TARGET,"{""brainnetome_probability_asset"": ""data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz"", ""decision_artifact"": ""g4_g3_final_scientific_decisions.csv"", ""decision_reason_code"": ""OWNER_CONFIRMED_PARTIAL"", ""evidence_2g_probability_overlap"": ""g4_g3_probability_overlap_summary.json"", ""evidence_2h_interpretation"": ""g4_g3_overlap_interpretation_profiles.csv"", ""evidence_2ia_policy"": ""g4_g3_scientific_decision_policy_v1.csv"", ""evidence_2ib_owner_revision"": ""g4_g3_owner_policy_revision_v1.csv"", ""evidence_2ic_final_decision"": ""g4_g3_final_scientific_decision_summary.json"", ""expert_approved"": false, ""final_scientific_policy"": ""G4_G3_FINAL_SCIENTIFIC_POLICY_V1"", ""human_reviewed"": false, ""julich_probability_asset"": ""data/atlases/julich/v3.1/spatial_raw/probability_maps/"", ""julich_spatial_component_asset"": ""AREA_FO5_OFC_RIGHT.nii.gz"", ""julich_spatial_component_id"": ""JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO5_OFC"", ""mapping_method_field"": ""spatial_overlap"", ""owner_scientific_review_status"": ""OWNER_SCIENTIFIC_REVIEWED"", ""phase"": ""G4_G3_MAPPING_CANDIDATE_STAGING_V1"", ""production_review_status"": ""pending"", ""relation_artifact"": ""g4_g3_final_relation_decisions.csv"", ""scientific_method"": ""Julich probability x Brainnetome probability + TemplateFlow nonlinear transform + probability-weighted overlap + hard-label auxiliary containment + owner scientific review"", ""semantic_compatibility_status"": null, ""source_canonical_g4_id"": ""NGIQ-BR-00000531"", ""source_coverage_ratio"": 0.42509616195619204, ""target_canonical_g3_id"": ""NGIQ-BR-00000046"", ""target_coverage_ratio"": 0.04086503810057566, ""transform_provenance"": ""data/atlases/templateflow_ref (MNI152NLin2009cAsym_from-MNI152NLin6Asym)""}"
G4G3-STAGE-E500F04B1BCC885D8662,1426,NGIQ-BR-00000531,Area Fo5 (OFC) right,G4_MICROSTRUCTURAL_FINE,right,180,NGIQ-BR-00000060,"Right Orbital gyrus, Brainnetome 6_2",G3_MESO_FINE,right,partial_overlap,spatial_overlap,0.193642,0.027021,,,False,proposed,pending,FALSE,FALSE,PARTIAL_OVERLAP,OWNER_CONFIRMED_PARTIAL,,BOUNDARY_SECOND_TARGET,"{""brainnetome_probability_asset"": ""data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz"", ""decision_artifact"": ""g4_g3_final_scientific_decisions.csv"", ""decision_reason_code"": ""OWNER_CONFIRMED_PARTIAL"", ""evidence_2g_probability_overlap"": ""g4_g3_probability_overlap_summary.json"", ""evidence_2h_interpretation"": ""g4_g3_overlap_interpretation_profiles.csv"", ""evidence_2ia_policy"": ""g4_g3_scientific_decision_policy_v1.csv"", ""evidence_2ib_owner_revision"": ""g4_g3_owner_policy_revision_v1.csv"", ""evidence_2ic_final_decision"": ""g4_g3_final_scientific_decision_summary.json"", ""expert_approved"": false, ""final_scientific_policy"": ""G4_G3_FINAL_SCIENTIFIC_POLICY_V1"", ""human_reviewed"": false, ""julich_probability_asset"": ""data/atlases/julich/v3.1/spatial_raw/probability_maps/"", ""julich_spatial_component_asset"": ""AREA_FO5_OFC_RIGHT.nii.gz"", ""julich_spatial_component_id"": ""JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO5_OFC"", ""mapping_method_field"": ""spatial_overlap"", ""owner_scientific_review_status"": ""OWNER_SCIENTIFIC_REVIEWED"", ""phase"": ""G4_G3_MAPPING_CANDIDATE_STAGING_V1"", ""production_review_status"": ""pending"", ""relation_artifact"": ""g4_g3_final_relation_decisions.csv"", ""scientific_method"": ""Julich probability x Brainnetome probability + TemplateFlow nonlinear transform + probability-weighted overlap + hard-label auxiliary containment + owner scientific review"", ""semantic_compatibility_status"": null, ""source_canonical_g4_id"": ""NGIQ-BR-00000531"", ""source_coverage_ratio"": 0.1936417539281887, ""target_canonical_g3_id"": ""NGIQ-BR-00000060"", ""target_coverage_ratio"": 0.027020555907214937, ""transform_provenance"": ""data/atlases/templateflow_ref (MNI152NLin2009cAsym_from-MNI152NLin6Asym)""}"
G4G3-STAGE-1BAF74A1AF580AE34F15,1429,NGIQ-BR-00000532,Area Fo5 (OFC) left,G4_MICROSTRUCTURAL_FINE,left,135,NGIQ-BR-00000045,"Left Middle frontal gyrus, Brainnetome 7_7",G3_MESO_FINE,left,dominant_overlap,spatial_overlap,0.576504,0.036753,,,False,proposed,pending,FALSE,FALSE,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,,,"{""brainnetome_probability_asset"": ""data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz"", ""decision_artifact"": ""g4_g3_final_scientific_decisions.csv"", ""decision_reason_code"": ""DOMINANT_CRITERIA_V1"", ""evidence_2g_probability_overlap"": ""g4_g3_probability_overlap_summary.json"", ""evidence_2h_interpretation"": ""g4_g3_overlap_interpretation_profiles.csv"", ""evidence_2ia_policy"": ""g4_g3_scientific_decision_policy_v1.csv"", ""evidence_2ib_owner_revision"": ""g4_g3_owner_policy_revision_v1.csv"", ""evidence_2ic_final_decision"": ""g4_g3_final_scientific_decision_summary.json"", ""expert_approved"": false, ""final_scientific_policy"": ""G4_G3_FINAL_SCIENTIFIC_POLICY_V1"", ""human_reviewed"": false, ""julich_probability_asset"": ""data/atlases/julich/v3.1/spatial_raw/probability_maps/"", ""julich_spatial_component_asset"": ""AREA_FO5_OFC_LEFT.nii.gz"", ""julich_spatial_component_id"": ""JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO5_OFC"", ""mapping_method_field"": ""spatial_overlap"", ""owner_scientific_review_status"": ""OWNER_SCIENTIFIC_REVIEWED"", ""phase"": ""G4_G3_MAPPING_CANDIDATE_STAGING_V1"", ""production_review_status"": ""pending"", ""relation_artifact"": ""g4_g3_final_relation_decisions.csv"", ""scientific_method"": ""Julich probability x Brainnetome probability + TemplateFlow nonlinear transform + probability-weighted overlap + hard-label auxiliary containment + owner scientific review"", ""semantic_compatibility_status"": null, ""source_canonical_g4_id"": ""NGIQ-BR-00000532"", ""source_coverage_ratio"": 0.5765044653057722, ""target_canonical_g3_id"": ""NGIQ-BR-00000045"", ""target_coverage_ratio"": 0.036752747671886146, ""transform_provenance"": ""data/atlases/templateflow_ref (MNI152NLin2009cAsym_from-MNI152NLin6Asym)""}"
G4G3-STAGE-752876730875FB24844F,1432,NGIQ-BR-00000533,Area Fo7 (OFC) right,G4_MICROSTRUCTURAL_FINE,right,180,NGIQ-BR-00000060,"Right Orbital gyrus, Brainnetome 6_2",G3_MESO_FINE,right,partial_overlap,spatial_overlap,0.484197,0.080096,,,False,proposed,pending,FALSE,FALSE,PARTIAL_OVERLAP,OWNER_CONFIRMED_PARTIAL,,,"{""brainnetome_probability_asset"": ""data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz"", ""decision_artifact"": ""g4_g3_final_scientific_decisions.csv"", ""decision_reason_code"": ""OWNER_CONFIRMED_PARTIAL"", ""evidence_2g_probability_overlap"": ""g4_g3_probability_overlap_summary.json"", ""evidence_2h_interpretation"": ""g4_g3_overlap_interpretation_profiles.csv"", ""evidence_2ia_policy"": ""g4_g3_scientific_decision_policy_v1.csv"", ""evidence_2ib_owner_revision"": ""g4_g3_owner_policy_revision_v1.csv"", ""evidence_2ic_final_decision"": ""g4_g3_final_scientific_decision_summary.json"", ""expert_approved"": false, ""final_scientific_policy"": ""G4_G3_FINAL_SCIENTIFIC_POLICY_V1"", ""human_reviewed"": false, ""julich_probability_asset"": ""data/atlases/julich/v3.1/spatial_raw/probability_maps/"", ""julich_spatial_component_asset"": ""AREA_FO7_OFC_RIGHT.nii.gz"", ""julich_spatial_component_id"": ""JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO7_OFC"", ""mapping_method_field"": ""spatial_overlap"", ""owner_scientific_review_status"": ""OWNER_SCIENTIFIC_REVIEWED"", ""phase"": ""G4_G3_MAPPING_CANDIDATE_STAGING_V1"", ""production_review_status"": ""pending"", ""relation_artifact"": ""g4_g3_final_relation_decisions.csv"", ""scientific_method"": ""Julich probability x Brainnetome probability + TemplateFlow nonlinear transform + probability-weighted overlap + hard-label auxiliary containment + owner scientific review"", ""semantic_compatibility_status"": null, ""source_canonical_g4_id"": ""NGIQ-BR-00000533"", ""source_coverage_ratio"": 0.4841965498235867, ""target_canonical_g3_id"": ""NGIQ-BR-00000060"", ""target_coverage_ratio"": 0.08009587700938897, ""transform_provenance"": ""data/atlases/templateflow_ref (MNI152NLin2009cAsym_from-MNI152NLin6Asym)""}"
