spatial_region_id,spatial_region_name,hemisphere,representation_type,external_region_id,g4_entity_id,g4_name,alignment_method,alignment_status
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP4_POPERC_RIGHT,Area Op4 (POperc) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP4_POPERC_RIGHT,NGIQ-BR-00000409,Area Op4 (POperc) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP4_POPERC_LEFT,Area Op4 (POperc) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP4_POPERC_LEFT,NGIQ-BR-00000410,Area Op4 (POperc) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PF_IPL_RIGHT,Area PF (IPL) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PF_IPL_RIGHT,NGIQ-BR-00000411,Area PF (IPL) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PF_IPL_LEFT,Area PF (IPL) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PF_IPL_LEFT,NGIQ-BR-00000412,Area PF (IPL) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFCM_IPL_RIGHT,Area PFcm (IPL) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFCM_IPL_RIGHT,NGIQ-BR-00000413,Area PFcm (IPL) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFCM_IPL_LEFT,Area PFcm (IPL) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFCM_IPL_LEFT,NGIQ-BR-00000414,Area PFcm (IPL) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGA_IPL_RIGHT,Area PGa (IPL) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGA_IPL_RIGHT,NGIQ-BR-00000415,Area PGa (IPL) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGA_IPL_LEFT,Area PGa (IPL) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGA_IPL_LEFT,NGIQ-BR-00000416,Area PGa (IPL) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFT_IPL_RIGHT,Area PFt (IPL) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFT_IPL_RIGHT,NGIQ-BR-00000417,Area PFt (IPL) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFT_IPL_LEFT,Area PFt (IPL) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFT_IPL_LEFT,NGIQ-BR-00000418,Area PFt (IPL) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFM_IPL_RIGHT,Area PFm (IPL) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFM_IPL_RIGHT,NGIQ-BR-00000419,Area PFm (IPL) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFM_IPL_LEFT,Area PFm (IPL) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFM_IPL_LEFT,NGIQ-BR-00000420,Area PFm (IPL) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGP_IPL_RIGHT,Area PGp (IPL) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGP_IPL_RIGHT,NGIQ-BR-00000421,Area PGp (IPL) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGP_IPL_LEFT,Area PGp (IPL) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGP_IPL_LEFT,NGIQ-BR-00000422,Area PGp (IPL) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFOP_IPL_RIGHT,Area PFop (IPL) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFOP_IPL_RIGHT,NGIQ-BR-00000423,Area PFop (IPL) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFOP_IPL_LEFT,Area PFop (IPL) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFOP_IPL_LEFT,NGIQ-BR-00000424,Area PFop (IPL) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HPO1_POS_RIGHT,Area hPO1 (POS) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HPO1_POS_RIGHT,NGIQ-BR-00000425,Area hPO1 (POS) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HPO1_POS_LEFT,Area hPO1 (POS) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HPO1_POS_LEFT,NGIQ-BR-00000426,Area hPO1 (POS) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP1_IPS_RIGHT,Area hIP1 (IPS) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP1_IPS_RIGHT,NGIQ-BR-00000427,Area hIP1 (IPS) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP1_IPS_LEFT,Area hIP1 (IPS) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP1_IPS_LEFT,NGIQ-BR-00000428,Area hIP1 (IPS) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP7_IPS_RIGHT,Area hIP7 (IPS) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP7_IPS_RIGHT,NGIQ-BR-00000429,Area hIP7 (IPS) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP7_IPS_LEFT,Area hIP7 (IPS) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP7_IPS_LEFT,NGIQ-BR-00000430,Area hIP7 (IPS) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP3_IPS_RIGHT,Area hIP3 (IPS) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP3_IPS_RIGHT,NGIQ-BR-00000431,Area hIP3 (IPS) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP3_IPS_LEFT,Area hIP3 (IPS) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP3_IPS_LEFT,NGIQ-BR-00000432,Area hIP3 (IPS) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP2_IPS_RIGHT,Area hIP2 (IPS) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP2_IPS_RIGHT,NGIQ-BR-00000433,Area hIP2 (IPS) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP2_IPS_LEFT,Area hIP2 (IPS) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP2_IPS_LEFT,NGIQ-BR-00000434,Area hIP2 (IPS) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP4_IPS_RIGHT,Area hIP4 (IPS) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP4_IPS_RIGHT,NGIQ-BR-00000435,Area hIP4 (IPS) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP4_IPS_LEFT,Area hIP4 (IPS) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP4_IPS_LEFT,NGIQ-BR-00000436,Area hIP4 (IPS) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP5_IPS_RIGHT,Area hIP5 (IPS) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP5_IPS_RIGHT,NGIQ-BR-00000437,Area hIP5 (IPS) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP5_IPS_LEFT,Area hIP5 (IPS) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP5_IPS_LEFT,NGIQ-BR-00000438,Area hIP5 (IPS) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP6_IPS_RIGHT,Area hIP6 (IPS) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP6_IPS_RIGHT,NGIQ-BR-00000439,Area hIP6 (IPS) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP6_IPS_LEFT,Area hIP6 (IPS) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP6_IPS_LEFT,NGIQ-BR-00000440,Area hIP6 (IPS) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP8_IPS_RIGHT,Area hIP8 (IPS) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP8_IPS_RIGHT,NGIQ-BR-00000441,Area hIP8 (IPS) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP8_IPS_LEFT,Area hIP8 (IPS) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP8_IPS_LEFT,NGIQ-BR-00000442,Area hIP8 (IPS) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V3_PRECG_RIGHT,Area 6v3 (PreCG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V3_PRECG_RIGHT,NGIQ-BR-00000443,Area 6v3 (PreCG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V3_PRECG_LEFT,Area 6v3 (PreCG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V3_PRECG_LEFT,NGIQ-BR-00000444,Area 6v3 (PreCG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V2_PRECG_RIGHT,Area 6v2 (PreCG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V2_PRECG_RIGHT,NGIQ-BR-00000445,Area 6v2 (PreCG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V2_PRECG_LEFT,Area 6v2 (PreCG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V2_PRECG_LEFT,NGIQ-BR-00000446,Area 6v2 (PreCG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6R1_PRECG_RIGHT,Area 6r1 (PreCG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6R1_PRECG_RIGHT,NGIQ-BR-00000447,Area 6r1 (PreCG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6R1_PRECG_LEFT,Area 6r1 (PreCG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6R1_PRECG_LEFT,NGIQ-BR-00000448,Area 6r1 (PreCG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V1_PRECG_RIGHT,Area 6v1 (PreCG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V1_PRECG_RIGHT,NGIQ-BR-00000449,Area 6v1 (PreCG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V1_PRECG_LEFT,Area 6v1 (PreCG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V1_PRECG_LEFT,NGIQ-BR-00000450,Area 6v1 (PreCG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D2_PRECG_RIGHT,Area 6d2 (PreCG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D2_PRECG_RIGHT,NGIQ-BR-00000451,Area 6d2 (PreCG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D2_PRECG_LEFT,Area 6d2 (PreCG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D2_PRECG_LEFT,NGIQ-BR-00000452,Area 6d2 (PreCG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D1_PRECG_RIGHT,Area 6d1 (PreCG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D1_PRECG_RIGHT,NGIQ-BR-00000453,Area 6d1 (PreCG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D1_PRECG_LEFT,Area 6d1 (PreCG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D1_PRECG_LEFT,NGIQ-BR-00000454,Area 6d1 (PreCG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MA_PRESMA_MESIAL_SFG_RIGHT,"Area 6ma (preSMA, mesial SFG) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MA_PRESMA_MESIAL_SFG_RIGHT,NGIQ-BR-00000455,"Area 6ma (preSMA, mesial SFG) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MA_PRESMA_MESIAL_SFG_LEFT,"Area 6ma (preSMA, mesial SFG) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MA_PRESMA_MESIAL_SFG_LEFT,NGIQ-BR-00000456,"Area 6ma (preSMA, mesial SFG) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP1_FPOLE_RIGHT,Area Fp1 (FPole) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP1_FPOLE_RIGHT,NGIQ-BR-00000457,Area Fp1 (FPole) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP1_FPOLE_LEFT,Area Fp1 (FPole) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP1_FPOLE_LEFT,NGIQ-BR-00000458,Area Fp1 (FPole) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP2_FPOLE_RIGHT,Area Fp2 (FPole) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP2_FPOLE_RIGHT,NGIQ-BR-00000459,Area Fp2 (FPole) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP2_FPOLE_LEFT,Area Fp2 (FPole) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP2_FPOLE_LEFT,NGIQ-BR-00000460,Area Fp2 (FPole) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MP_SMA_MESIAL_SFG_RIGHT,"Area 6mp (SMA, mesial SFG) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MP_SMA_MESIAL_SFG_RIGHT,NGIQ-BR-00000461,"Area 6mp (SMA, mesial SFG) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MP_SMA_MESIAL_SFG_LEFT,"Area 6mp (SMA, mesial SFG) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MP_SMA_MESIAL_SFG_LEFT,NGIQ-BR-00000462,"Area 6mp (SMA, mesial SFG) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO1_OFC_RIGHT,Area Fo1 (OFC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO1_OFC_RIGHT,NGIQ-BR-00000463,Area Fo1 (OFC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO1_OFC_LEFT,Area Fo1 (OFC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO1_OFC_LEFT,NGIQ-BR-00000464,Area Fo1 (OFC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO3_OFC_RIGHT,Area Fo3 (OFC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO3_OFC_RIGHT,NGIQ-BR-00000465,Area Fo3 (OFC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO3_OFC_LEFT,Area Fo3 (OFC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO3_OFC_LEFT,NGIQ-BR-00000466,Area Fo3 (OFC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO2_OFC_RIGHT,Area Fo2 (OFC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO2_OFC_RIGHT,NGIQ-BR-00000467,Area Fo2 (OFC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO2_OFC_LEFT,Area Fo2 (OFC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO2_OFC_LEFT,NGIQ-BR-00000468,Area Fo2 (OFC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4P_PRECG_RIGHT,Area 4p (PreCG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4P_PRECG_RIGHT,NGIQ-BR-00000469,Area 4p (PreCG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4P_PRECG_LEFT,Area 4p (PreCG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4P_PRECG_LEFT,NGIQ-BR-00000470,Area 4p (PreCG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4A_PRECG_RIGHT,Area 4a (PreCG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4A_PRECG_RIGHT,NGIQ-BR-00000471,Area 4a (PreCG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
