spatial_region_id,spatial_region_name,hemisphere,representation_type,external_region_id,g4_entity_id,g4_name,alignment_method,alignment_status
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TU_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_UNCUS_RIGHT,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TU_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_UNCUS_RIGHT,NGIQ-BR-00000656,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TIT_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_INCISURA_TEMPORALIS_LEFT,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TIT_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_INCISURA_TEMPORALIS_LEFT,NGIQ-BR-00000657,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TU_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_UNCUS_LEFT,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TU_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_UNCUS_LEFT,NGIQ-BR-00000658,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBD_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_DORSAL_PART_RIGHT,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBD_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_DORSAL_PART_RIGHT,NGIQ-BR-00000659,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBV_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_VENTRAL_PART_RIGHT,"Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBV_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_VENTRAL_PART_RIGHT,NGIQ-BR-00000660,"Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBD_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_DORSAL_PART_LEFT,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBD_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_DORSAL_PART_LEFT,NGIQ-BR-00000661,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBV_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_VENTRAL_PART_LEFT,"Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBV_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_VENTRAL_PART_LEFT,NGIQ-BR-00000662,"Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_HATA_HIPPOCAMPUS_RIGHT,HATA (Hippocampus) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_HATA_HIPPOCAMPUS_RIGHT,NGIQ-BR-00000663,HATA (Hippocampus) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_HATA_HIPPOCAMPUS_LEFT,HATA (Hippocampus) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_HATA_HIPPOCAMPUS_LEFT,NGIQ-BR-00000664,HATA (Hippocampus) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA3_HIPPOCAMPUS_RIGHT,CA3 (Hippocampus) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA3_HIPPOCAMPUS_RIGHT,NGIQ-BR-00000665,CA3 (Hippocampus) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA3_HIPPOCAMPUS_LEFT,CA3 (Hippocampus) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA3_HIPPOCAMPUS_LEFT,NGIQ-BR-00000666,CA3 (Hippocampus) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TRS_HIPPOCAMPUS_TRANSSUBICULUM_RIGHT,"TrS (Hippocampus, Transsubiculum) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TRS_HIPPOCAMPUS_TRANSSUBICULUM_RIGHT,NGIQ-BR-00000667,"TrS (Hippocampus, Transsubiculum) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TRS_HIPPOCAMPUS_TRANSSUBICULUM_LEFT,"TrS (Hippocampus, Transsubiculum) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TRS_HIPPOCAMPUS_TRANSSUBICULUM_LEFT,NGIQ-BR-00000668,"TrS (Hippocampus, Transsubiculum) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PAS_HIPPOCAMPUS_PARASUBICULUM_RIGHT,"Subc.PaS (Hippocampus, Parasubiculum) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PAS_HIPPOCAMPUS_PARASUBICULUM_RIGHT,NGIQ-BR-00000669,"Subc.PaS (Hippocampus, Parasubiculum) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PRES_HIPPOCAMPUS_PRESUBICULUM_RIGHT,"Subc.PreS (Hippocampus, Presubiculum) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PRES_HIPPOCAMPUS_PRESUBICULUM_RIGHT,NGIQ-BR-00000670,"Subc.PreS (Hippocampus, Presubiculum) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PROS_HIPPOCAMPUS_PROSUBICULUM_RIGHT,"Subc.ProS (Hippocampus, Prosubiculum) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PROS_HIPPOCAMPUS_PROSUBICULUM_RIGHT,NGIQ-BR-00000671,"Subc.ProS (Hippocampus, Prosubiculum) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_SUB_HIPPOCAMPUS_SUBICULUM_RIGHT,"Subc.Sub (Hippocampus, Subiculum) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_SUB_HIPPOCAMPUS_SUBICULUM_RIGHT,NGIQ-BR-00000672,"Subc.Sub (Hippocampus, Subiculum) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PAS_HIPPOCAMPUS_PARASUBICULUM_LEFT,"Subc.PaS (Hippocampus, Parasubiculum) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PAS_HIPPOCAMPUS_PARASUBICULUM_LEFT,NGIQ-BR-00000673,"Subc.PaS (Hippocampus, Parasubiculum) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PRES_HIPPOCAMPUS_PRESUBICULUM_LEFT,"Subc.PreS (Hippocampus, Presubiculum) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PRES_HIPPOCAMPUS_PRESUBICULUM_LEFT,NGIQ-BR-00000674,"Subc.PreS (Hippocampus, Presubiculum) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PROS_HIPPOCAMPUS_PROSUBICULUM_LEFT,"Subc.ProS (Hippocampus, Prosubiculum) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_PROS_HIPPOCAMPUS_PROSUBICULUM_LEFT,NGIQ-BR-00000675,"Subc.ProS (Hippocampus, Prosubiculum) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_SUB_HIPPOCAMPUS_SUBICULUM_LEFT,"Subc.Sub (Hippocampus, Subiculum) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SUBC_SUB_HIPPOCAMPUS_SUBICULUM_LEFT,NGIQ-BR-00000676,"Subc.Sub (Hippocampus, Subiculum) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_DG_HIPPOCAMPUS_RIGHT,DG (Hippocampus) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_DG_HIPPOCAMPUS_RIGHT,NGIQ-BR-00000677,DG (Hippocampus) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_DG_HIPPOCAMPUS_LEFT,DG (Hippocampus) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_DG_HIPPOCAMPUS_LEFT,NGIQ-BR-00000678,DG (Hippocampus) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA2_HIPPOCAMPUS_RIGHT,CA2 (Hippocampus) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA2_HIPPOCAMPUS_RIGHT,NGIQ-BR-00000679,CA2 (Hippocampus) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA2_HIPPOCAMPUS_LEFT,CA2 (Hippocampus) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA2_HIPPOCAMPUS_LEFT,NGIQ-BR-00000680,CA2 (Hippocampus) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_EC_HIPPOCAMPAL_REGION_ENTORHINAL_CORTEX_RIGHT,"Area EC (Hippocampal Region, Entorhinal Cortex) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_EC_HIPPOCAMPAL_REGION_ENTORHINAL_CORTEX_RIGHT,NGIQ-BR-00000681,"Area EC (Hippocampal Region, Entorhinal Cortex) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_EC_HIPPOCAMPAL_REGION_ENTORHINAL_CORTEX_LEFT,"Area EC (Hippocampal Region, Entorhinal Cortex) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_EC_HIPPOCAMPAL_REGION_ENTORHINAL_CORTEX_LEFT,NGIQ-BR-00000682,"Area EC (Hippocampal Region, Entorhinal Cortex) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA1_HIPPOCAMPUS_RIGHT,CA1 (Hippocampus) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA1_HIPPOCAMPUS_RIGHT,NGIQ-BR-00000683,CA1 (Hippocampus) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA1_HIPPOCAMPUS_LEFT,CA1 (Hippocampus) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CA1_HIPPOCAMPUS_LEFT,NGIQ-BR-00000684,CA1 (Hippocampus) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TUTI_BASAL_FOREBRAIN_TERMINAL_ISLANDS_RIGHT,"TuTi (Basal Forebrain, Terminal islands) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TUTI_BASAL_FOREBRAIN_TERMINAL_ISLANDS_RIGHT,NGIQ-BR-00000685,"TuTi (Basal Forebrain, Terminal islands) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TUTI_BASAL_FOREBRAIN_TERMINAL_ISLANDS_LEFT,"TuTi (Basal Forebrain, Terminal islands) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TUTI_BASAL_FOREBRAIN_TERMINAL_ISLANDS_LEFT,NGIQ-BR-00000686,"TuTi (Basal Forebrain, Terminal islands) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TU_BASAL_FOREBRAIN_TUBERCULUM_RIGHT,"Tu (Basal Forebrain, Tuberculum) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TU_BASAL_FOREBRAIN_TUBERCULUM_RIGHT,NGIQ-BR-00000687,"Tu (Basal Forebrain, Tuberculum) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TU_BASAL_FOREBRAIN_TUBERCULUM_LEFT,"Tu (Basal Forebrain, Tuberculum) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TU_BASAL_FOREBRAIN_TUBERCULUM_LEFT,NGIQ-BR-00000688,"Tu (Basal Forebrain, Tuberculum) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SNC_MIDBRAIN_SUBSTANTIA_NIGRA_PARS_COMPACTA_RIGHT,"SNC (Midbrain, Substantia Nigra pars compacta) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SNC_MIDBRAIN_SUBSTANTIA_NIGRA_PARS_COMPACTA_RIGHT,NGIQ-BR-00000689,"SNC (Midbrain, Substantia Nigra pars compacta) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SNC_MIDBRAIN_SUBSTANTIA_NIGRA_PARS_COMPACTA_LEFT,"SNC (Midbrain, Substantia Nigra pars compacta) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SNC_MIDBRAIN_SUBSTANTIA_NIGRA_PARS_COMPACTA_LEFT,NGIQ-BR-00000690,"SNC (Midbrain, Substantia Nigra pars compacta) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SNR_MIDBRAIN_SUBSTANTIA_NIGRA_PARS_RETICULATA_RIGHT,"SNR (Midbrain, Substantia Nigra pars reticulata) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SNR_MIDBRAIN_SUBSTANTIA_NIGRA_PARS_RETICULATA_RIGHT,NGIQ-BR-00000691,"SNR (Midbrain, Substantia Nigra pars reticulata) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SNR_MIDBRAIN_SUBSTANTIA_NIGRA_PARS_RETICULATA_LEFT,"SNR (Midbrain, Substantia Nigra pars reticulata) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SNR_MIDBRAIN_SUBSTANTIA_NIGRA_PARS_RETICULATA_LEFT,NGIQ-BR-00000692,"SNR (Midbrain, Substantia Nigra pars reticulata) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NRP_MIDBRAIN_NUCLEUS_RUBER_PARVOCELLULAR_PART_RIGHT,"NRp (Midbrain, Nucleus Ruber, parvocellular part) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NRP_MIDBRAIN_NUCLEUS_RUBER_PARVOCELLULAR_PART_RIGHT,NGIQ-BR-00000693,"NRp (Midbrain, Nucleus Ruber, parvocellular part) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NRP_MIDBRAIN_NUCLEUS_RUBER_PARVOCELLULAR_PART_LEFT,"NRp (Midbrain, Nucleus Ruber, parvocellular part) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NRP_MIDBRAIN_NUCLEUS_RUBER_PARVOCELLULAR_PART_LEFT,NGIQ-BR-00000694,"NRp (Midbrain, Nucleus Ruber, parvocellular part) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NRM_MIDBRAIN_NUCLEUS_RUBER_MAGNOCELLULAR_PART_RIGHT,"NRm (Midbrain, Nucleus Ruber, magnocellular part) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NRM_MIDBRAIN_NUCLEUS_RUBER_MAGNOCELLULAR_PART_RIGHT,NGIQ-BR-00000695,"NRm (Midbrain, Nucleus Ruber, magnocellular part) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NRM_MIDBRAIN_NUCLEUS_RUBER_MAGNOCELLULAR_PART_LEFT,"NRm (Midbrain, Nucleus Ruber, magnocellular part) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NRM_MIDBRAIN_NUCLEUS_RUBER_MAGNOCELLULAR_PART_LEFT,NGIQ-BR-00000696,"NRm (Midbrain, Nucleus Ruber, magnocellular part) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NINTERP_CEREBELLUM_INTERPOSED_NUCLEUS_RIGHT,"Ninterp (Cerebellum, Interposed Nucleus) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NINTERP_CEREBELLUM_INTERPOSED_NUCLEUS_RIGHT,NGIQ-BR-00000697,"Ninterp (Cerebellum, Interposed Nucleus) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NINTERP_CEREBELLUM_INTERPOSED_NUCLEUS_LEFT,"Ninterp (Cerebellum, Interposed Nucleus) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NINTERP_CEREBELLUM_INTERPOSED_NUCLEUS_LEFT,NGIQ-BR-00000698,"Ninterp (Cerebellum, Interposed Nucleus) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS_RIGHT,"Ndentv (Cerebellum, Ventral Dentate Nucleus) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS_RIGHT,NGIQ-BR-00000699,"Ndentv (Cerebellum, Ventral Dentate Nucleus) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS_LEFT,"Ndentv (Cerebellum, Ventral Dentate Nucleus) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS_LEFT,NGIQ-BR-00000700,"Ndentv (Cerebellum, Ventral Dentate Nucleus) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS_RIGHT,"Ndentd (Cerebellum, Dorsal Dentate Nucleus) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS_RIGHT,NGIQ-BR-00000701,"Ndentd (Cerebellum, Dorsal Dentate Nucleus) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS_LEFT,"Ndentd (Cerebellum, Dorsal Dentate Nucleus) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS_LEFT,NGIQ-BR-00000702,"Ndentd (Cerebellum, Dorsal Dentate Nucleus) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NFAST_CEREBELLUM_FASTIGIAL_NUCLEUS_RIGHT,"Nfast (Cerebellum, Fastigial Nucleus) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NFAST_CEREBELLUM_FASTIGIAL_NUCLEUS_RIGHT,NGIQ-BR-00000703,"Nfast (Cerebellum, Fastigial Nucleus) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
