canonical_g4_id,canonical_g4_name,hemisphere,decision_2ia,reason_code_2ia,revised_owner_stratum,top_target_g3,hard_top1_coverage,review_status
NGIQ-BR-00000431,Area hIP3 (IPS) right,right,CONFLICT_REVIEW,HIGH_FRAGMENTATION,PLAUSIBLE_MULTI_TARGET_PARTIAL,NGIQ-BR-00000140,0.28156756,PENDING_OWNER_REVIEW
NGIQ-BR-00000432,Area hIP3 (IPS) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000139,0.37508661,PENDING_OWNER_REVIEW
NGIQ-BR-00000433,Area hIP2 (IPS) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000148,0.7663895,PENDING_OWNER_REVIEW
NGIQ-BR-00000434,Area hIP2 (IPS) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000147,0.62916789,PENDING_OWNER_REVIEW
NGIQ-BR-00000435,Area hIP4 (IPS) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000012,0.5709721,PENDING_OWNER_REVIEW
NGIQ-BR-00000436,Area hIP4 (IPS) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000011,0.51957163,PENDING_OWNER_REVIEW
NGIQ-BR-00000437,Area hIP5 (IPS) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000146,0.39705886,PENDING_OWNER_REVIEW
NGIQ-BR-00000438,Area hIP5 (IPS) left,left,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,PARTIAL_SET_CONCORDANT_REVIEW,NGIQ-BR-00000213,0.39297599,PENDING_OWNER_REVIEW
NGIQ-BR-00000439,Area hIP6 (IPS) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000146,0.71845945,PENDING_OWNER_REVIEW
NGIQ-BR-00000440,Area hIP6 (IPS) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000145,0.52715031,PENDING_OWNER_REVIEW
NGIQ-BR-00000441,Area hIP8 (IPS) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000214,0.59347711,PENDING_OWNER_REVIEW
NGIQ-BR-00000442,Area hIP8 (IPS) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000213,0.37291227,PENDING_OWNER_REVIEW
NGIQ-BR-00000443,Area 6v3 (PreCG) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000080,0.45540849,PENDING_OWNER_REVIEW
NGIQ-BR-00000444,Area 6v3 (PreCG) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000079,0.53867166,PENDING_OWNER_REVIEW
NGIQ-BR-00000445,Area 6v2 (PreCG) right,right,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,PARTIAL_SET_CONCORDANT_REVIEW,NGIQ-BR-00000080,0.39825486,PENDING_OWNER_REVIEW
NGIQ-BR-00000446,Area 6v2 (PreCG) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000079,0.47136147,PENDING_OWNER_REVIEW
NGIQ-BR-00000447,Area 6r1 (PreCG) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000080,0.39763374,PENDING_OWNER_REVIEW
NGIQ-BR-00000448,Area 6r1 (PreCG) left,left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,PLAUSIBLE_MULTI_TARGET_PARTIAL,NGIQ-BR-00000079,0.42784395,PENDING_OWNER_REVIEW
NGIQ-BR-00000449,Area 6v1 (PreCG) right,right,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,PARTIAL_SET_CONCORDANT_REVIEW,NGIQ-BR-00000072,0.36741086,PENDING_OWNER_REVIEW
NGIQ-BR-00000450,Area 6v1 (PreCG) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000043,0.48963054,PENDING_OWNER_REVIEW
NGIQ-BR-00000451,Area 6d2 (PreCG) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000026,0.59576613,PENDING_OWNER_REVIEW
NGIQ-BR-00000452,Area 6d2 (PreCG) left,left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,TRUE_DIFFUSE_CONFLICT,NGIQ-BR-00000025,0.49190954,PENDING_OWNER_REVIEW
NGIQ-BR-00000453,Area 6d1 (PreCG) right,right,CONFLICT_REVIEW,HIGH_FRAGMENTATION,PLAUSIBLE_MULTI_TARGET_PARTIAL,NGIQ-BR-00000072,0.32640225,PENDING_OWNER_REVIEW
NGIQ-BR-00000454,Area 6d1 (PreCG) left,left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,TRUE_DIFFUSE_CONFLICT,NGIQ-BR-00000071,0.30665537,PENDING_OWNER_REVIEW
NGIQ-BR-00000455,"Area 6ma (preSMA, mesial SFG) right",right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000002,0.54256143,PENDING_OWNER_REVIEW
NGIQ-BR-00000456,"Area 6ma (preSMA, mesial SFG) left",left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000001,0.51923737,PENDING_OWNER_REVIEW
NGIQ-BR-00000457,Area Fp1 (FPole) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000046,0.49564025,PENDING_OWNER_REVIEW
NGIQ-BR-00000458,Area Fp1 (FPole) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000045,0.45315321,PENDING_OWNER_REVIEW
NGIQ-BR-00000459,Area Fp2 (FPole) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000032,0.41712945,PENDING_OWNER_REVIEW
NGIQ-BR-00000460,Area Fp2 (FPole) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000057,0.52159234,PENDING_OWNER_REVIEW
NGIQ-BR-00000461,"Area 6mp (SMA, mesial SFG) right",right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000028,0.54395447,PENDING_OWNER_REVIEW
NGIQ-BR-00000462,"Area 6mp (SMA, mesial SFG) left",left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000027,0.76339055,PENDING_OWNER_REVIEW
NGIQ-BR-00000463,Area Fo1 (OFC) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000066,0.4145345,PENDING_OWNER_REVIEW
NGIQ-BR-00000464,Area Fo1 (OFC) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000063,0.69753683,PENDING_OWNER_REVIEW
NGIQ-BR-00000465,Area Fo3 (OFC) right,right,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,PROVISIONAL_OWNER_ACCEPTED_CONTAINED,NGIQ-BR-00000062,0.85846788,PENDING_OWNER_REVIEW
NGIQ-BR-00000466,Area Fo3 (OFC) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000061,0.78954554,PENDING_OWNER_REVIEW
NGIQ-BR-00000467,Area Fo2 (OFC) right,right,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,PROVISIONAL_OWNER_ACCEPTED_CONTAINED,NGIQ-BR-00000066,0.83293015,PENDING_OWNER_REVIEW
NGIQ-BR-00000468,Area Fo2 (OFC) left,left,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,PROVISIONAL_OWNER_ACCEPTED_CONTAINED,NGIQ-BR-00000065,0.81905615,PENDING_OWNER_REVIEW
NGIQ-BR-00000469,Area 4p (PreCG) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000074,0.42459644,PENDING_OWNER_REVIEW
NGIQ-BR-00000470,Area 4p (PreCG) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000069,0.3665584,PENDING_OWNER_REVIEW
NGIQ-BR-00000471,Area 4a (PreCG) right,right,CONFLICT_REVIEW,HIGH_FRAGMENTATION,TRUE_DIFFUSE_CONFLICT,NGIQ-BR-00000074,0.17430741,PENDING_OWNER_REVIEW
NGIQ-BR-00000472,Area 4a (PreCG) left,left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,TRUE_DIFFUSE_CONFLICT,NGIQ-BR-00000083,0.36470955,PENDING_OWNER_REVIEW
NGIQ-BR-00000473,Area Op10 (Frontal Operculum) right,right,CONFLICT_REVIEW,DIFFUSE_ASSOCIATION,UNCHANGED_2IA_CONFLICT_REVIEW,NGIQ-BR-00000054,0.47323097,PENDING_OWNER_REVIEW
NGIQ-BR-00000474,Area Op10 (Frontal Operculum) left,left,CONFLICT_REVIEW,DIFFUSE_ASSOCIATION,UNCHANGED_2IA_CONFLICT_REVIEW,NGIQ-BR-00000053,0.38627059,PENDING_OWNER_REVIEW
NGIQ-BR-00000475,Area Op6 (Frontal Operculum) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000078,0.52866555,PENDING_OWNER_REVIEW
NGIQ-BR-00000476,Area Op6 (Frontal Operculum) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000077,0.42740526,PENDING_OWNER_REVIEW
NGIQ-BR-00000477,Area Op5 (Frontal Operculum) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000078,0.47882669,PENDING_OWNER_REVIEW
NGIQ-BR-00000478,Area Op5 (Frontal Operculum) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000077,0.49357052,PENDING_OWNER_REVIEW
NGIQ-BR-00000479,Area Op7 (Frontal Operculum) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000054,0.58458118,PENDING_OWNER_REVIEW
NGIQ-BR-00000480,Area Op7 (Frontal Operculum) left,left,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,TRUE_PP_HARDLABEL_CONFLICT,NGIQ-BR-00000179,0.51957615,PENDING_OWNER_REVIEW
NGIQ-BR-00000481,Area Op9 (Frontal Operculum) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000054,0.59067742,PENDING_OWNER_REVIEW
NGIQ-BR-00000482,Area Op9 (Frontal Operculum) left,left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,PLAUSIBLE_MULTI_TARGET_PARTIAL,NGIQ-BR-00000053,0.3953067,PENDING_OWNER_REVIEW
NGIQ-BR-00000483,Area Op8 (Frontal Operculum) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000054,0.7807942,PENDING_OWNER_REVIEW
NGIQ-BR-00000484,Area Op8 (Frontal Operculum) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000053,0.72731312,PENDING_OWNER_REVIEW
NGIQ-BR-00000485,Area IFS4 (IFS) right,right,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,TRUE_PP_HARDLABEL_CONFLICT,NGIQ-BR-00000004,0.34043907,PENDING_OWNER_REVIEW
NGIQ-BR-00000486,Area IFS4 (IFS) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000003,0.37468186,PENDING_OWNER_REVIEW
NGIQ-BR-00000487,Area IFS2 (IFS) right,right,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,PARTIAL_SET_CONCORDANT_REVIEW,NGIQ-BR-00000004,0.3325925,PENDING_OWNER_REVIEW
NGIQ-BR-00000488,Area IFS2 (IFS) left,left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,TRUE_DIFFUSE_CONFLICT,NGIQ-BR-00000047,0.48725168,PENDING_OWNER_REVIEW
NGIQ-BR-00000489,Area IFS1 (IFS) right,right,CONFLICT_REVIEW,HIGH_FRAGMENTATION,TRUE_DIFFUSE_CONFLICT,NGIQ-BR-00000040,0.19628592,PENDING_OWNER_REVIEW
NGIQ-BR-00000490,Area IFS1 (IFS) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000039,0.41639574,PENDING_OWNER_REVIEW
NGIQ-BR-00000491,"Area IFJ2 (IFS, PreCS) right",right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000004,0.71730085,PENDING_OWNER_REVIEW
NGIQ-BR-00000492,"Area IFJ2 (IFS, PreCS) left",left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000035,0.36921284,PENDING_OWNER_REVIEW
NGIQ-BR-00000493,Area IFS3 (IFS) right,right,CONFLICT_REVIEW,LOW_DOMINANCE,UNCHANGED_2IA_CONFLICT_REVIEW,NGIQ-BR-00000042,0.43314293,PENDING_OWNER_REVIEW
NGIQ-BR-00000494,Area IFS3 (IFS) left,left,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,PROVISIONAL_OWNER_ACCEPTED_CONTAINED,NGIQ-BR-00000035,0.90096288,PENDING_OWNER_REVIEW
NGIQ-BR-00000495,"Area IFJ1 (IFS, PreCS) right",right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000004,0.48287397,PENDING_OWNER_REVIEW
NGIQ-BR-00000496,"Area IFJ1 (IFS, PreCS) left",left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000035,0.4881682,PENDING_OWNER_REVIEW
NGIQ-BR-00000497,Area MFG2 (MFG) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000038,0.71051626,PENDING_OWNER_REVIEW
NGIQ-BR-00000498,Area MFG2 (MFG) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000037,0.78125116,PENDING_OWNER_REVIEW
NGIQ-BR-00000499,Area 44 (IFG) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000056,0.4374228,PENDING_OWNER_REVIEW
NGIQ-BR-00000500,Area 44 (IFG) left,left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,TRUE_DIFFUSE_CONFLICT,NGIQ-BR-00000049,0.19384061,PENDING_OWNER_REVIEW
NGIQ-BR-00000501,Area 45 (IFG) right,right,CONFLICT_REVIEW,HIGH_FRAGMENTATION,PLAUSIBLE_MULTI_TARGET_PARTIAL,NGIQ-BR-00000048,0.23849956,PENDING_OWNER_REVIEW
NGIQ-BR-00000502,Area 45 (IFG) left,left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,PLAUSIBLE_MULTI_TARGET_PARTIAL,NGIQ-BR-00000047,0.34086402,PENDING_OWNER_REVIEW
NGIQ-BR-00000503,Area 8v2 (MFG) right,right,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,PARTIAL_SET_CONCORDANT_REVIEW,NGIQ-BR-00000042,0.49959558,PENDING_OWNER_REVIEW
NGIQ-BR-00000504,Area 8v2 (MFG) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000041,0.58679276,PENDING_OWNER_REVIEW
NGIQ-BR-00000505,Area 8v1 (MFG) right,right,CONFLICT_REVIEW,HIGH_FRAGMENTATION,PLAUSIBLE_MULTI_TARGET_PARTIAL,NGIQ-BR-00000042,0.30230103,PENDING_OWNER_REVIEW
NGIQ-BR-00000506,Area 8v1 (MFG) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000041,0.64313614,PENDING_OWNER_REVIEW
NGIQ-BR-00000507,Area MFG4 (MFG) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000034,0.55964318,PENDING_OWNER_REVIEW
NGIQ-BR-00000508,Area MFG4 (MFG) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000033,0.45078744,PENDING_OWNER_REVIEW
NGIQ-BR-00000509,Area MFG1 (MFG) right,right,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,TRUE_PP_HARDLABEL_CONFLICT,NGIQ-BR-00000040,0.45521414,PENDING_OWNER_REVIEW
NGIQ-BR-00000510,Area MFG1 (MFG) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000037,0.33956024,PENDING_OWNER_REVIEW
NGIQ-BR-00000511,Area SFS2 (SFS) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000038,0.79698574,PENDING_OWNER_REVIEW
NGIQ-BR-00000512,Area SFS2 (SFS) left,left,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,PROVISIONAL_OWNER_ACCEPTED_CONTAINED,NGIQ-BR-00000033,0.90920531,PENDING_OWNER_REVIEW
NGIQ-BR-00000513,Area 6d3 (SFS) right,right,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,PARTIAL_SET_CONCORDANT_REVIEW,NGIQ-BR-00000044,0.34540716,PENDING_OWNER_REVIEW
NGIQ-BR-00000514,Area 6d3 (SFS) left,left,CONFLICT_REVIEW,HIGH_FRAGMENTATION,TRUE_DIFFUSE_CONFLICT,NGIQ-BR-00000043,0.2344765,PENDING_OWNER_REVIEW
NGIQ-BR-00000515,Area SFS1 (SFS) right,right,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,PROVISIONAL_OWNER_ACCEPTED_CONTAINED,NGIQ-BR-00000038,0.82218357,PENDING_OWNER_REVIEW
NGIQ-BR-00000516,Area SFS1 (SFS) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000033,0.6390579,PENDING_OWNER_REVIEW
NGIQ-BR-00000517,Area SFG3 (SFG) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000038,0.49688401,PENDING_OWNER_REVIEW
NGIQ-BR-00000518,Area SFG3 (SFG) left,left,CONFLICT_REVIEW,PROBABILITY_HARDLABEL_TOP1_DISAGREEMENT,PARTIAL_SET_CONCORDANT_REVIEW,NGIQ-BR-00000033,0.27755561,PENDING_OWNER_REVIEW
NGIQ-BR-00000519,"Area MFG5 (MFG, IFG) right",right,CONFLICT_REVIEW,PARTIAL_TARGET_EVIDENCE_INCONSISTENT,PARTIAL_EVIDENCE_INCONSISTENT_CONFLICT,NGIQ-BR-00000040,0.45687914,PENDING_OWNER_REVIEW
NGIQ-BR-00000520,"Area MFG5 (MFG, IFG) left",left,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,PROVISIONAL_OWNER_ACCEPTED_CONTAINED,NGIQ-BR-00000039,0.90547996,PENDING_OWNER_REVIEW
NGIQ-BR-00000521,Area SFG2 (SFG) right,right,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,PROVISIONAL_OWNER_ACCEPTED_CONTAINED,NGIQ-BR-00000024,0.8726048,PENDING_OWNER_REVIEW
NGIQ-BR-00000522,Area SFG2 (SFG) left,left,APPROVE_CONTAINED_IN,CONTAINED_CRITERIA_V1,PROVISIONAL_OWNER_ACCEPTED_CONTAINED,NGIQ-BR-00000023,0.88076116,PENDING_OWNER_REVIEW
NGIQ-BR-00000523,Area 8d2 (SFG) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000022,0.63090975,PENDING_OWNER_REVIEW
NGIQ-BR-00000524,Area 8d2 (SFG) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000021,0.60810518,PENDING_OWNER_REVIEW
NGIQ-BR-00000525,Area 8d1 (SFG) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000022,0.45698876,PENDING_OWNER_REVIEW
NGIQ-BR-00000526,Area 8d1 (SFG) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000021,0.66113911,PENDING_OWNER_REVIEW
NGIQ-BR-00000527,Area SFG4 (SFG) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000034,0.76752589,PENDING_OWNER_REVIEW
NGIQ-BR-00000528,Area SFG4 (SFG) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000033,0.61946791,PENDING_OWNER_REVIEW
NGIQ-BR-00000529,Area Fo6 (OFC) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000060,0.45443583,PENDING_OWNER_REVIEW
NGIQ-BR-00000530,Area Fo6 (OFC) left,left,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000067,0.44947099,PENDING_OWNER_REVIEW
NGIQ-BR-00000531,Area Fo5 (OFC) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000046,0.42509616,PENDING_OWNER_REVIEW
NGIQ-BR-00000532,Area Fo5 (OFC) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000045,0.57650447,PENDING_OWNER_REVIEW
NGIQ-BR-00000533,Area Fo7 (OFC) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000060,0.48419655,PENDING_OWNER_REVIEW
NGIQ-BR-00000534,Area Fo7 (OFC) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000059,0.54942072,PENDING_OWNER_REVIEW
NGIQ-BR-00000535,Area Fo4 (OFC) right,right,PARTIAL_OVERLAP,PARTIAL_CRITERIA_V1,UNCHANGED_2IA_PARTIAL_OVERLAP,NGIQ-BR-00000046,0.39585876,PENDING_OWNER_REVIEW
NGIQ-BR-00000536,Area Fo4 (OFC) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000061,0.57612078,PENDING_OWNER_REVIEW
NGIQ-BR-00000537,Area Ig3 (Insula) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000178,0.62050807,PENDING_OWNER_REVIEW
NGIQ-BR-00000538,Area Ig3 (Insula) left,left,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000177,0.6605754,PENDING_OWNER_REVIEW
NGIQ-BR-00000539,Area Ig1 (Insula) right,right,APPROVE_DOMINANT_OVERLAP,DOMINANT_CRITERIA_V1,UNCHANGED_2IA_APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000014,0.69375384,PENDING_OWNER_REVIEW
