row_index,julich_asset_file,julich_component_id,julich_region_name,julich_hemisphere,canonical_g4_descendant_count,canonical_g4_ids,canonical_g4_entity_ids,spatial_identity_status
317,FUCD_VENTRAL_STRIATUM_FUNDUS_OF_CAUDATE_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUCD_VENTRAL_STRIATUM_FUNDUS_OF_CAUDATE_NUCLEUS,"FuCd (Ventral Striatum, Fundus of Caudate Nucleus) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUCD_VENTRAL_STRIATUM_FUNDUS_OF_CAUDATE_NUCLEUS_LEFT,NGIQ-BR-00000334,ONE_TO_ONE_CANONICAL
318,FUCD_VENTRAL_STRIATUM_FUNDUS_OF_CAUDATE_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUCD_VENTRAL_STRIATUM_FUNDUS_OF_CAUDATE_NUCLEUS,"FuCd (Ventral Striatum, Fundus of Caudate Nucleus) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUCD_VENTRAL_STRIATUM_FUNDUS_OF_CAUDATE_NUCLEUS_RIGHT,NGIQ-BR-00000333,ONE_TO_ONE_CANONICAL
319,FUP_VENTRAL_STRIATUM_FUNDUS_OF_PUTAMEN_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUP_VENTRAL_STRIATUM_FUNDUS_OF_PUTAMEN,"FuP (Ventral Striatum, Fundus of Putamen) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUP_VENTRAL_STRIATUM_FUNDUS_OF_PUTAMEN_LEFT,NGIQ-BR-00000340,ONE_TO_ONE_CANONICAL
320,FUP_VENTRAL_STRIATUM_FUNDUS_OF_PUTAMEN_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUP_VENTRAL_STRIATUM_FUNDUS_OF_PUTAMEN,"FuP (Ventral Striatum, Fundus of Putamen) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_FUP_VENTRAL_STRIATUM_FUNDUS_OF_PUTAMEN_RIGHT,NGIQ-BR-00000339,ONE_TO_ONE_CANONICAL
321,HATA_HIPPOCAMPUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_HATA_HIPPOCAMPUS,HATA (Hippocampus) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_HATA_HIPPOCAMPUS_LEFT,NGIQ-BR-00000664,ONE_TO_ONE_CANONICAL
322,HATA_HIPPOCAMPUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_HATA_HIPPOCAMPUS,HATA (Hippocampus) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_HATA_HIPPOCAMPUS_RIGHT,NGIQ-BR-00000663,ONE_TO_ONE_CANONICAL
323,IF_AMYGDALA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA,IF (Amygdala) left,left,3,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_ICE_AMYGDALA_LEFT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_IOL_AMYGDALA_LEFT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_LD_AMYGDALA_LEFT,NGIQ-BR-00000374;NGIQ-BR-00000375;NGIQ-BR-00000376,SHARED_SPATIAL_REPRESENTATION
324,IF_AMYGDALA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_AMYGDALA,IF (Amygdala) right,right,3,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_ICE_AMYGDALA_RIGHT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_IOL_AMYGDALA_RIGHT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_IF_LD_AMYGDALA_RIGHT,NGIQ-BR-00000371;NGIQ-BR-00000372;NGIQ-BR-00000373,SHARED_SPATIAL_REPRESENTATION
325,LB_AMYGDALA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA,LB (Amygdala) left,left,4,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_BL_AMYGDALA_LEFT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_BM_AMYGDALA_LEFT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_LA_AMYGDALA_LEFT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_PL_AMYGDALA_LEFT,NGIQ-BR-00000357;NGIQ-BR-00000358;NGIQ-BR-00000359;NGIQ-BR-00000360,SHARED_SPATIAL_REPRESENTATION
326,LB_AMYGDALA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_AMYGDALA,LB (Amygdala) right,right,4,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_BL_AMYGDALA_RIGHT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_BM_AMYGDALA_RIGHT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_LA_AMYGDALA_RIGHT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LB_PL_AMYGDALA_RIGHT,NGIQ-BR-00000353;NGIQ-BR-00000354;NGIQ-BR-00000355;NGIQ-BR-00000356,SHARED_SPATIAL_REPRESENTATION
327,LD_THALAMUS_LATERAL_DORSAL_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LD_THALAMUS_LATERAL_DORSAL_NUCLEUS,"LD (Thalamus, lateral dorsal Nucleus) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LD_THALAMUS_LATERAL_DORSAL_NUCLEUS_LEFT,NGIQ-BR-00000738,ONE_TO_ONE_CANONICAL
328,LD_THALAMUS_LATERAL_DORSAL_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LD_THALAMUS_LATERAL_DORSAL_NUCLEUS,"LD (Thalamus, lateral dorsal Nucleus) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LD_THALAMUS_LATERAL_DORSAL_NUCLEUS_RIGHT,NGIQ-BR-00000737,ONE_TO_ONE_CANONICAL
329,LI_THALAMUS_LIMITANS_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LI_THALAMUS_LIMITANS_NUCLEUS,"Li (Thalamus, limitans Nucleus) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LI_THALAMUS_LIMITANS_NUCLEUS_LEFT,NGIQ-BR-00000728,ONE_TO_ONE_CANONICAL
330,LI_THALAMUS_LIMITANS_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LI_THALAMUS_LIMITANS_NUCLEUS,"Li (Thalamus, limitans Nucleus) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LI_THALAMUS_LIMITANS_NUCLEUS_RIGHT,NGIQ-BR-00000727,ONE_TO_ONE_CANONICAL
331,LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS,"LP (Thalamus, lateral posterior Nucleus) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS_LEFT,NGIQ-BR-00000732,ONE_TO_ONE_CANONICAL
332,LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS,"LP (Thalamus, lateral posterior Nucleus) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS_RIGHT,NGIQ-BR-00000731,ONE_TO_ONE_CANONICAL
333,MD_THALAMUS_MEDIODORSAL_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MD_THALAMUS_MEDIODORSAL_NUCLEUS,"MD (Thalamus, mediodorsal Nucleus) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MD_THALAMUS_MEDIODORSAL_NUCLEUS_LEFT,NGIQ-BR-00000718,ONE_TO_ONE_CANONICAL
334,MD_THALAMUS_MEDIODORSAL_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MD_THALAMUS_MEDIODORSAL_NUCLEUS,"MD (Thalamus, mediodorsal Nucleus) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MD_THALAMUS_MEDIODORSAL_NUCLEUS_RIGHT,NGIQ-BR-00000717,ONE_TO_ONE_CANONICAL
335,MF_AMYGDALA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_AMYGDALA,MF (Amygdala) left,left,2,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_ICM_AMYGDALA_LEFT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_LM_AMYGDALA_LEFT,NGIQ-BR-00000379;NGIQ-BR-00000380,SHARED_SPATIAL_REPRESENTATION
336,MF_AMYGDALA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_AMYGDALA,MF (Amygdala) right,right,2,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_ICM_AMYGDALA_RIGHT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_LM_AMYGDALA_RIGHT,NGIQ-BR-00000377;NGIQ-BR-00000378,SHARED_SPATIAL_REPRESENTATION
337,MV_THALAMUS_MEDIOVENTRAL_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MV_THALAMUS_MEDIOVENTRAL_NUCLEUS,"MV (Thalamus, medioventral Nucleus) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MV_THALAMUS_MEDIOVENTRAL_NUCLEUS_LEFT,NGIQ-BR-00000716,ONE_TO_ONE_CANONICAL
338,MV_THALAMUS_MEDIOVENTRAL_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MV_THALAMUS_MEDIOVENTRAL_NUCLEUS,"MV (Thalamus, medioventral Nucleus) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MV_THALAMUS_MEDIOVENTRAL_NUCLEUS_RIGHT,NGIQ-BR-00000715,ONE_TO_ONE_CANONICAL
339,NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS,"Ndentd (Cerebellum, Dorsal Dentate Nucleus) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS_LEFT,NGIQ-BR-00000702,ONE_TO_ONE_CANONICAL
340,NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS,"Ndentd (Cerebellum, Dorsal Dentate Nucleus) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTD_CEREBELLUM_DORSAL_DENTATE_NUCLEUS_RIGHT,NGIQ-BR-00000701,ONE_TO_ONE_CANONICAL
341,NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS,"Ndentv (Cerebellum, Ventral Dentate Nucleus) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS_LEFT,NGIQ-BR-00000700,ONE_TO_ONE_CANONICAL
342,NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS,"Ndentv (Cerebellum, Ventral Dentate Nucleus) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NDENTV_CEREBELLUM_VENTRAL_DENTATE_NUCLEUS_RIGHT,NGIQ-BR-00000699,ONE_TO_ONE_CANONICAL
343,NFAST_CEREBELLUM_FASTIGIAL_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NFAST_CEREBELLUM_FASTIGIAL_NUCLEUS,"Nfast (Cerebellum, Fastigial Nucleus) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NFAST_CEREBELLUM_FASTIGIAL_NUCLEUS_LEFT,NGIQ-BR-00000704,ONE_TO_ONE_CANONICAL
